Gene ID (EcoCyc)	Gene locus ID	Gene name	RNA type	Category	Macklin et al. (2020)	Latest version (20220602)	Description	Belongs in metabolism	proposed category	reaction flux in sim?	enzyme present in sim?	general enzyme	Activity expected
EG11188	b3618	htrL	mRNA	Unknown function	FALSE	FALSE							
EG10466	b4000	hupA	mRNA	Supercoiling	FALSE	FALSE							
EG10467	b0440	hupB	mRNA	Supercoiling	FALSE	FALSE							
G7187	b2293	hxpA	mRNA	Metabolism	TRUE	TRUE							
G6932	b1727	hxpB	mRNA	Metabolism	FALSE	TRUE	sugar related phosphatase, unknown function	y					n
EG10468	b0972	hyaA	mRNA	Metabolism	FALSE	TRUE	Hydrogen cycling/oxidation for energy, important for low-O2 conditions	y					c
EG10469	b0973	hyaB	mRNA	Metabolism	FALSE	TRUE	Hydrogen cycling/oxidation for energy, important for low-O2 conditions	y					c
EG10470	b0974	hyaC	mRNA	Metabolism	FALSE	TRUE	Hydrogen cycling/oxidation for energy, important for low-O2 conditions	y					c
EG10471	b0975	hyaD	mRNA	Protein maturation peptidase	FALSE	FALSE							
EG10472	b0976	hyaE	mRNA	Protein maturation chaperone	FALSE	FALSE							
EG10473	b0977	hyaF	mRNA	Protein maturation rule	FALSE	FALSE							
EG11799	b2996	hybA	mRNA	Metabolism	FALSE	TRUE	Hydrogen cycling/oxidation for energy, important for low-O2 conditions	y					c
EG11800	b2995	hybB	mRNA	Metabolism	FALSE	TRUE	Hydrogen cycling/oxidation for energy, important for low-O2 conditions	y					c
EG11801	b2994	hybC	mRNA	Metabolism	FALSE	TRUE	Hydrogen cycling/oxidation for energy, important for low-O2 conditions	y					c
EG11802	b2993	hybD	mRNA	Protein maturation peptidase	FALSE	FALSE							
EG11803	b2992	hybE	mRNA	Protein maturation rule	FALSE	FALSE							
EG11804	b2991	hybF	mRNA	Protein maturation rule	FALSE	FALSE							
EG11805	b2990	hybG	mRNA	Protein maturation chaperone	FALSE	FALSE							
G7554	b2997	hybO	mRNA	Metabolism	FALSE	TRUE	Hydrogen cycling/oxidation for energy, important for low-O2 conditions	y					c
EG10474	b2725	hycA	mRNA	Transcription regulation	FALSE	FALSE							
EG10475	b2724	hycB	mRNA	Metabolism	TRUE	TRUE							
EG10476	b2723	hycC	mRNA	Metabolism	TRUE	TRUE							
EG10477	b2722	hycD	mRNA	Metabolism	TRUE	TRUE							
EG10478	b2721	hycE	mRNA	Metabolism	TRUE	TRUE							
EG10479	b2720	hycF	mRNA	Metabolism	TRUE	TRUE							
EG10480	b2719	hycG	mRNA	Metabolism	TRUE	TRUE							
EG10481	b2718	hycH	mRNA	Protein maturation rule	FALSE	FALSE							
G7414	b2717	hycI	mRNA	Protein maturation peptidase	FALSE	FALSE							
EG11552	b2713	hydN	mRNA	Metabolism	FALSE	FALSE							
EG11150	b2481	hyfA	mRNA	Metabolism	FALSE	FALSE							
EG11282	b2482	hyfB	mRNA	Metabolism	FALSE	FALSE							
G7300	b2483	hyfC	mRNA	Metabolism	FALSE	FALSE							
G7301	b2484	hyfD	mRNA	Metabolism	FALSE	FALSE							
G7302	b2485	hyfE	mRNA	Metabolism	FALSE	FALSE							
G7303	b2486	hyfF	mRNA	Metabolism	FALSE	FALSE							
G7304	b2487	hyfG	mRNA	Metabolism	FALSE	FALSE							
G7305	b2488	hyfH	mRNA	Metabolism	FALSE	FALSE							
G7306	b2489	hyfI	mRNA	Metabolism	FALSE	FALSE							
G7307	b2490	hyfJ	mRNA	Metabolism	FALSE	FALSE							
G7308	b2491	hyfR	mRNA	Transcription regulation	FALSE	FALSE							
G6277	b0508	hyi	mRNA	Metabolism	TRUE	TRUE							
EG10483	b2726	hypA	mRNA	Protein maturation rule	FALSE	TRUE							
EG10484	b2727	hypB	mRNA	Protein maturation cofactor addition	FALSE	TRUE							
EG10485	b2728	hypC	mRNA	Protein maturation rule	FALSE	TRUE							
EG10486	b2729	hypD	mRNA	Protein maturation rule	FALSE	TRUE							
EG10487	b2730	hypE	mRNA	Protein maturation rule	FALSE	TRUE							
EG11551	b2712	hypF	mRNA	Protein maturation side-chain modification	TRUE	TRUE							
G7924	b4327	hypT	mRNA	Transcription regulation	FALSE	FALSE							
G7492	b2873	hyuA	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG12407	b0828	iaaA	mRNA	Uncategorized	FALSE	FALSE							
G7925	b4328	iadA	mRNA	Protein maturation side-chain modification	FALSE	TRUE							
EG10488	b2753	iap	mRNA	Protein maturation peptidase	FALSE	TRUE							
G7657	b3190	ibaG	mRNA	Unknown function	FALSE	FALSE							
EG11534	b3687	ibpA	mRNA	Stress response	FALSE	FALSE							
EG11535	b3686	ibpB	mRNA	Stress response	FALSE	FALSE							
G0-10633	b4667	ibsA	mRNA	Unclear/under-characterized	FALSE	FALSE							
G0-10632	b4668	ibsB	mRNA	Unclear/under-characterized	FALSE	FALSE							
G0-10631	b4665	ibsC	mRNA	Unclear/under-characterized	FALSE	FALSE							
G0-10630	b4664	ibsD	mRNA	Unclear/under-characterized	FALSE	FALSE							
G0-10629	b4666	ibsE	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG10489	b1136	icd	mRNA	Metabolism	TRUE	TRUE							
G0-10556	b4519	icdC	pseudo	Uncategorized	FALSE	FALSE							
EG10491	b4018	iclR	mRNA	Transcription regulation	FALSE	FALSE							
G7508	b2889	idi	mRNA	Metabolism	TRUE	TRUE							
G0-16685	b4722	idlP	mRNA	Uncategorized	FALSE	FALSE							
G7893	b4267	idnD	mRNA	Metabolism	TRUE	TRUE							
EG12152	b4268	idnK	mRNA	Metabolism	TRUE	TRUE							
G7892	b4266	idnO	mRNA	Metabolism	TRUE	TRUE							
G7891	b4264	idnR	mRNA	Transcription regulation	FALSE	FALSE							
EG12539	b4265	idnT	mRNA	Metabolism	FALSE	TRUE	Idonate/gluconate transport	y					c
G7741	b3398	igaA	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG10440	b1712	ihfA	mRNA	Supercoiling	TRUE	TRUE							
EG10441	b0912	ihfB	mRNA	Supercoiling	TRUE	TRUE							
EG10492	b0026	ileS	mRNA	tRNA synthetase	TRUE	TRUE							
EG30043	b3852	ileT	tRNA	tRNA	FALSE	TRUE							
EG30044	b3277	ileU	tRNA	tRNA	FALSE	TRUE							
EG30045	b0202	ileV	tRNA	tRNA	FALSE	TRUE							
EG30046	b3069	ileX	tRNA	tRNA	FALSE	TRUE							
G7387	b2652	ileY	tRNA	tRNA	FALSE	TRUE							
EG10493	b3772	ilvA	mRNA	Metabolism	TRUE	TRUE							
EG10494	b3671	ilvB	mRNA	Metabolism	TRUE	TRUE							
EG10495	b3774	ilvC	mRNA	Metabolism	TRUE	TRUE							
EG10496	b3771	ilvD	mRNA	Metabolism	TRUE	TRUE							
EG10497	b3770	ilvE	mRNA	Metabolism	TRUE	TRUE							
G8221	b3767	ilvG	pseudo	Uncategorized	TRUE	TRUE							
EG10499	b0078	ilvH	mRNA	Metabolism	TRUE	TRUE							
EG10500	b0077	ilvI	mRNA	Metabolism	TRUE	TRUE							
EG11270	b3766	ilvL	mRNA	Transcription regulation	FALSE	FALSE							
EG10501	b3769	ilvM	mRNA	Metabolism	TRUE	TRUE							
EG10502	b3670	ilvN	mRNA	Metabolism	TRUE	TRUE							
G0-10641	b4669	ilvX	mRNA	Unknown function	FALSE	FALSE							
EG10503	b3773	ilvY	mRNA	Transcription regulation	FALSE	FALSE							
EG11422	b2237	inaA	mRNA	Unknown function	FALSE	FALSE							
EG10504	bypA1	infA	mRNA	Uncategorized	FALSE	FALSE							
EG10505	b3168	infB	mRNA	Translation	FALSE	FALSE							
EG10506	b1718	infC	mRNA	Translation	FALSE	FALSE							
G6086	b0022	insA1	mRNA	Insertion	FALSE	FALSE							
G6139	b0265	insA2	mRNA	Insertion	FALSE	FALSE							
G6146	b0275	insA3	mRNA	Insertion	FALSE	FALSE							
G0-10430	b4516	insA4	mRNA	Insertion	FALSE	FALSE							
G7030	b1894	insA5	mRNA	Insertion	FALSE	FALSE							
G7761	b3444	insA6	mRNA	Insertion	FALSE	FALSE							
G7908	b4294	insA7	mRNA	Transcription regulation	FALSE	FALSE							
G0-16638	b4709	insA9	mRNA	Uncategorized	FALSE	FALSE							
G0-10535		insAB1	mRNA	Uncategorized	FALSE	FALSE							
G0-10537		insAB2	mRNA	Uncategorized	FALSE	FALSE							
G0-10538		insAB3	mRNA	Uncategorized	FALSE	FALSE							
G0-10536		insAB4	mRNA	Uncategorized	FALSE	FALSE							
G0-10539		insAB5	mRNA	Uncategorized	FALSE	FALSE							
G0-10540		insAB6	mRNA	Uncategorized	FALSE	FALSE							
G6085	b0021	insB1	mRNA	Insertion	FALSE	FALSE							
G6138	b0264	insB2	mRNA	Insertion	FALSE	FALSE							
G6145	b0274	insB3	mRNA	Insertion	FALSE	FALSE							
G6509	b0988	insB4	mRNA	Insertion	FALSE	FALSE							
G7029	b1893	insB5	mRNA	Insertion	FALSE	FALSE							
G7762	b3445	insB6	mRNA	Insertion	FALSE	FALSE							
G0-10569	b4563	insB7	pseudo	Uncategorized	FALSE	FALSE							
G0-16637	b4710	insB9	mRNA	Uncategorized	FALSE	FALSE							
G6212	b0360	insC1	mRNA	Transcription regulation	FALSE	FALSE							
G6724	b1403	insC2	mRNA	Transcription regulation	FALSE	FALSE							
G7077	b1997	insC3	mRNA	Transcription regulation	FALSE	FALSE							
G7481	b2861	insC4	mRNA	Transcription regulation	FALSE	FALSE							
G7583	b3044	insC5	mRNA	Transcription regulation	FALSE	FALSE							
G7894	b4272	insC6	mRNA	Transcription regulation	FALSE	FALSE							
G0-10541		insCD1	mRNA	Uncategorized	FALSE	FALSE							
G0-10542		insCD2	mRNA	Uncategorized	FALSE	FALSE							
G0-10543		insCD3	mRNA	Uncategorized	FALSE	FALSE							
G0-10544		insCD4	mRNA	Uncategorized	FALSE	FALSE							
G0-10545		insCD5	mRNA	Uncategorized	FALSE	FALSE							
G0-10546		insCD6	mRNA	Uncategorized	FALSE	FALSE							
G6213	b0361	insD1	mRNA	Insertion	FALSE	FALSE							
G6723	b1402	insD2	mRNA	Insertion	FALSE	FALSE							
G7076	b1996	insD3	mRNA	Insertion	FALSE	FALSE							
G7480	b2860	insD4	mRNA	Insertion	FALSE	FALSE							
G7584	b3045	insD5	mRNA	Insertion	FALSE	FALSE							
G7895	b4273	insD6	mRNA	Insertion	FALSE	FALSE							
G6836	b1578	insD7	pseudo	Uncategorized	FALSE	FALSE							
G6168	b0298	insE1	mRNA	Insertion	FALSE	FALSE							
G6224	b0373	insE2	mRNA	Insertion	FALSE	FALSE							
G6296	b0540	insE3	mRNA	Insertion	FALSE	FALSE							
G6534	b1027	insE4	mRNA	Insertion	FALSE	FALSE							
G7125	b2088	insE5	mRNA	Insertion	FALSE	FALSE							
G0-10525		insEF1	mRNA	Uncategorized	FALSE	FALSE							
G0-10529		insEF2	mRNA	Uncategorized	FALSE	FALSE							
G0-10530		insEF3	mRNA	Uncategorized	FALSE	FALSE							
G0-10531		insEF4	mRNA	Uncategorized	FALSE	FALSE							
G0-10528		insEF5	mRNA	Uncategorized	FALSE	FALSE							
G6169	b0299	insF1	mRNA	Insertion	FALSE	FALSE							
G6223	b0372	insF2	mRNA	Insertion	FALSE	FALSE							
G6297	b0541	insF3	mRNA	Insertion	FALSE	FALSE							
G6533	b1026	insF4	mRNA	Insertion	FALSE	FALSE							
G7126	b2089	insF5	mRNA	Insertion	FALSE	FALSE							
G7900	b4278	insG	mRNA	Insertion	FALSE	FALSE							
G6134	b0259	insH1	mRNA	Insertion	FALSE	FALSE							
G7672	b3218	insH10	mRNA	Insertion	FALSE	FALSE							
G7769	b3505	insH11	mRNA	Insertion	FALSE	FALSE							
G6308	b0552	insH2	mRNA	Insertion	FALSE	FALSE							
G0-16639	b4711	insH21	mRNA	Uncategorized	FALSE	FALSE							
G6360	b0656	insH3	mRNA	Insertion	FALSE	FALSE							
G6667	b1331	insH4	mRNA	Insertion	FALSE	FALSE							
G6693	b1370	insH5	mRNA	Insertion	FALSE	FALSE							
G7074	b1994	insH6	mRNA	Insertion	FALSE	FALSE							
G7092	b2030	insH7	mRNA	Insertion	FALSE	FALSE							
G7150	b2192	insH8	mRNA	Insertion	FALSE	FALSE							
G7548	b2982	insH9	mRNA	Insertion	FALSE	FALSE							
G6131	b0256	insI1	mRNA	Insertion	FALSE	FALSE							
G6725	b1404	insI2	mRNA	Insertion	FALSE	FALSE							
G0-16679	b4708	insI2	pseudo	Uncategorized	FALSE	FALSE							
G7905	b4284	insI3	mRNA	Insertion	FALSE	FALSE							
G7776	b3557	insJ	mRNA	Insertion	FALSE	FALSE							
G0-10624		insJK	mRNA	Uncategorized	FALSE	FALSE							
G7777	b3558	insK	mRNA	Insertion	FALSE	FALSE							
G6083	b0016	insL1	mRNA	Insertion	FALSE	FALSE							
G6327	b0582	insL2	mRNA	Insertion	FALSE	FALSE							
G7255	b2394	insL3	mRNA	Insertion	FALSE	FALSE							
G0-10567	b4561	insM	pseudo	Uncategorized	FALSE	FALSE							
G6130	b0255	insN	pseudo	Uncategorized	FALSE	FALSE							
G7904	b4283	insO	pseudo	Uncategorized	FALSE	FALSE							
G6743	b1432	insQ	mRNA	Unknown function	FALSE	FALSE							
G0-10433	b4505	insX	pseudo	Uncategorized	FALSE	FALSE							
G6632	b1240	insZ	pseudo	Uncategorized	FALSE	FALSE							
EG11783	b2622	intA	mRNA	Prophage	FALSE	FALSE							
EG12364	b4271	intB	pseudo	Uncategorized	FALSE	FALSE							
EG10507	b0537	intD	mRNA	Prophage	FALSE	FALSE							
EG12370	b1140	intE	mRNA	Uncategorized	FALSE	FALSE							
G6152	b0281	intF	mRNA	Unknown function	FALSE	FALSE							
G7044	b1936	intG	pseudo	Uncategorized	FALSE	FALSE							
G6837	b1579	intQ	pseudo	Uncategorized	FALSE	FALSE							
G6676	b1345	intR	mRNA	Prophage	FALSE	FALSE							
G7218	b2349	intS	mRNA	Phage interaction	FALSE	FALSE							
G7272	b2442	intZ	mRNA	Unknown function	FALSE	FALSE							
G0-17079		ipeX	miscRNA	Uncategorized	FALSE	FALSE							
G6226	b0375	iprA	mRNA	Unknown function	FALSE	FALSE							
G7923	b4326	iraD	mRNA	Physical interaction regulation	FALSE	FALSE							
G6600	b1160	iraM	mRNA	Stress response	FALSE	FALSE							
EG11256	b0382	iraP	mRNA	Stress response	FALSE	FALSE							
G0-10716	b4706	iroK	mRNA	Uncategorized	FALSE	FALSE							
G0-8908		IS128	phantom	Uncategorized	FALSE	FALSE							
EG12132	b2528	iscA	mRNA	Metabolism	FALSE	FALSE							
G7326	b2531	iscR	mRNA	Transcription regulation	FALSE	FALSE							
G7325	b2530	iscS	mRNA	Metabolism	TRUE	TRUE							
G7324	b2529	iscU	mRNA	Metabolism	FALSE	TRUE	Iron-sulfur cluster assembly	m					y
EG12311	b2524	iscX	mRNA	Sulfur metabolism	FALSE	FALSE							
EG10508	b0421	ispA	mRNA	Metabolism	TRUE	TRUE							
EG10017	b3187	ispB	mRNA	Metabolism	TRUE	TRUE							
G7423	b2747	ispD	mRNA	Metabolism	TRUE	TRUE							
EG11294	b1208	ispE	mRNA	Metabolism	TRUE	TRUE							
EG11816	b2746	ispF	mRNA	Metabolism	TRUE	TRUE							
EG10370	b2515	ispG	mRNA	Metabolism	TRUE	TRUE							
EG11081	b0029	ispH	mRNA	Metabolism	TRUE	TRUE							
G6092	b0174	ispU	mRNA	Metabolism	TRUE	TRUE							
G0-17084	b4809	ispZ	miscRNA	Uncategorized	FALSE	FALSE							
G0-8904	b4434	isrB	phantom	Unknown function	FALSE	FALSE							
G0-8905	b4435	isrC	miscRNA	Uncategorized	FALSE	FALSE							
G0-10201	b4616	istR	miscRNA	Uncategorized	FALSE	FALSE							
G0-10202		istR-1	phantom	Uncategorized	FALSE	FALSE							
EG11275	b3672	ivbL	mRNA	Transcription regulation	FALSE	FALSE							
G6104	b0220	ivy	mRNA	Extracellular toxin resistance	FALSE	FALSE							
G6596	b1152	jayE	pseudo	Uncategorized	FALSE	FALSE							
EG10509	b1732	katE	mRNA	Metabolism	TRUE	TRUE							
EG10511	b3942	katG	mRNA	Metabolism	TRUE	TRUE							
EG12768	b3137	kbaY	mRNA	Metabolism	TRUE	TRUE							
G7631	b3132	kbaZ	mRNA	Metabolism	TRUE	TRUE							
EG10512	b3617	kbl	mRNA	Metabolism	TRUE	TRUE							
G7395	b2665	kbp	mRNA	Unknown function	FALSE	FALSE							
EG11606	b1250	kch	mRNA	Metabolism	TRUE	TRUE							
EG12253	b3526	kdgK	mRNA	Metabolism	TRUE	TRUE							
G7003	b1827	kdgR	mRNA	Transcription regulation	FALSE	FALSE							
EG11869	b3909	kdgT	mRNA	Metabolism	FALSE	TRUE	KDG transport	y					c
EG10513	b0698	kdpA	mRNA	Metabolism	TRUE	TRUE							
EG10514	b0697	kdpB	mRNA	Metabolism	TRUE	TRUE							
EG10515	b0696	kdpC	mRNA	Metabolism	TRUE	TRUE							
EG10516	b0695	kdpD	mRNA	Phosphorylation regulation	FALSE	FALSE							
EG10517	b0694	kdpE	mRNA	Transcription regulation	FALSE	FALSE							
G0-10439	b4513	kdpF	mRNA	Metabolism	TRUE	TRUE							
EG10518	b1215	kdsA	mRNA	Metabolism	TRUE	TRUE							
EG10519	b0918	kdsB	mRNA	Metabolism	TRUE	TRUE							
G7663	b3198	kdsC	mRNA	Metabolism	TRUE	TRUE							
G7662	b3197	kdsD	mRNA	Metabolism	TRUE	TRUE							
EG12361	b2842	kduD	mRNA	Unclear/under-characterized	TRUE	TRUE							
G7463	b2843	kduI	mRNA	Unclear/under-characterized	FALSE	TRUE							
EG20110	b3350	kefB	mRNA	Metabolism	TRUE	TRUE							
EG10521	b0047	kefC	mRNA	Metabolism	TRUE	TRUE							
EG11568	b0046	kefF	mRNA	Physical interaction regulation	TRUE	TRUE							
G7717	b3351	kefG	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG10522	b2587	kgtP	mRNA	Metabolism	FALSE	TRUE	alpha-kg transport	y					c
EG12155	b1352	kilR	mRNA	Uncategorized	FALSE	FALSE							
G0-17108	b4833	kilS	miscRNA	Uncategorized	FALSE	FALSE							
G7928	b4331	kptA	mRNA	tRNA modification	FALSE	FALSE							
EG11541	b3747	kup	mRNA	Metabolism	TRUE	TRUE							
EG10524	b0342	lacA	mRNA	Metabolism	TRUE	TRUE							
EG10525	b0345	lacI	mRNA	Transcription regulation	FALSE	FALSE							
EG10526	b0343	lacY	mRNA	Metabolism	TRUE	TRUE							
EG10527	b0344	lacZ	mRNA	Metabolism	TRUE	TRUE							
G6114	b0230	lafU	pseudo	Uncategorized	FALSE	FALSE							
EG10528	b4036	lamB	mRNA	Metabolism	FALSE	TRUE	outer membrane generic sugar/ion transport. lambda receptor	y				x	y
G6637	b1279	lapA	mRNA	Unknown function	FALSE	FALSE							
EG12691	b1280	lapB	mRNA	Uncategorized	FALSE	FALSE							
EG12049	b2188	lapC	mRNA	Unknown function	FALSE	FALSE							
G6621	b1192	ldcA	mRNA	Metabolism	FALSE	TRUE	Murein (wall) recycling	y					y
G6094	b0186	ldcC	mRNA	Metabolism	TRUE	TRUE							
G592	b1380	ldhA	mRNA	Metabolism	TRUE	TRUE							
G0-9602	b4419	ldrA	mRNA	Toxin/antitoxin	FALSE	FALSE							
G0-9605	b4421	ldrB	mRNA	Toxin/antitoxin	FALSE	FALSE							
G0-9607	b4423	ldrC	mRNA	Toxin/antitoxin	FALSE	FALSE							
G0-9041	b4453	ldrD	mRNA	Toxin/antitoxin	FALSE	FALSE							
G7073	b1990	ldtA	mRNA	Metabolism	FALSE	TRUE	Cell wall construction	m					y
G6422	b0819	ldtB	mRNA	Cell structure membrane	FALSE	TRUE							
G6571	b1113	ldtC	mRNA	Cell structure membrane	FALSE	TRUE							
EG11253	b0925	ldtD	mRNA	Cell structure membrane	FALSE	TRUE							
G6904	b1678	ldtE	mRNA	Metabolism	FALSE	TRUE	Cell wall maturation	m					y
EG10529	b2569	lepA	mRNA	Translation	FALSE	FALSE							
EG10530	b2568	lepB	mRNA	Protein maturation translocation	FALSE	FALSE							
G7006	b1833	letA	mRNA	Unknown function	FALSE	FALSE							
G7007	b1834	letB	mRNA	Unknown function	FALSE	FALSE							
EG11226	b0074	leuA	mRNA	Metabolism	TRUE	TRUE							
EG11577	b0073	leuB	mRNA	Metabolism	TRUE	TRUE							
EG11576	b0072	leuC	mRNA	Metabolism	TRUE	TRUE							
EG11575	b0071	leuD	mRNA	Metabolism	TRUE	TRUE							
G6984	b1798	leuE	mRNA	Metabolism	TRUE	TRUE							
EG11280	b0075	leuL	mRNA	Transcription regulation	FALSE	FALSE							
EG10531	b0076	leuO	mRNA	Transcription regulation	TRUE	TRUE							
EG30047	b4369	leuP	tRNA	tRNA	FALSE	TRUE							
EG30048	b4370	leuQ	tRNA	tRNA	FALSE	TRUE							
EG10532	b0642	leuS	mRNA	tRNA synthetase	TRUE	TRUE							
EG30049	b3798	leuT	tRNA	tRNA	FALSE	TRUE							
EG30050	b3174	leuU	tRNA	tRNA	FALSE	TRUE							
EG30051	b4368	leuV	tRNA	tRNA	FALSE	TRUE							
EG30052	b0672	leuW	tRNA	tRNA	FALSE	TRUE							
EG30053	b4270	leuX	tRNA	tRNA	FALSE	TRUE							
EG30054	b1909	leuZ	tRNA	tRNA	FALSE	TRUE							
EG10533	b4043	lexA	mRNA	Transcription regulation	TRUE	TRUE							
G6113	b0229	lfhA	pseudo	Uncategorized	FALSE	FALSE							
G7945	b4358	lgoD	mRNA	Metabolism	FALSE	TRUE	Galactonate metabolism	y					c
G7944	b4357	lgoR	mRNA	Transcription regulation	FALSE	FALSE							
EG12587	b4356	lgoT	mRNA	Metabolism	FALSE	TRUE	Galactonate metabolism	y					c
EG12128	b2828	lgt	mRNA	Protein maturation side-chain modification	FALSE	TRUE							
EG12387	b2660	lhgD	mRNA	Metabolism	TRUE	TRUE							
EG11548	b1653	lhr	mRNA	Unclear/under-characterized	FALSE	TRUE							
EG10534	b2411	ligA	mRNA	Metabolism	FALSE	TRUE	DNA ligase	n	DNA replication / repair				y
EG11334	b3647	ligB	mRNA	DNA Repair	FALSE	TRUE							
EG11306	b0628	lipA	mRNA	Metabolism	TRUE	TRUE							
EG11591	b0630	lipB	mRNA	Metabolism	TRUE	TRUE							
EG10535	b1139	lit	mRNA	Prophage	FALSE	FALSE							
EG10536	b3454	livF	mRNA	Metabolism	TRUE	TRUE							
EG10537	b3455	livG	mRNA	Metabolism	TRUE	TRUE							
EG10538	b3457	livH	mRNA	Metabolism	TRUE	TRUE							
EG10539	b3460	livJ	mRNA	Metabolism	TRUE	TRUE							
EG10540	b3458	livK	mRNA	Metabolism	TRUE	TRUE							
EG10541	b3456	livM	mRNA	Metabolism	TRUE	TRUE							
EG11963	b3605	lldD	mRNA	Metabolism	TRUE	TRUE							
EG11961	b3603	lldP	mRNA	Metabolism	TRUE	TRUE							
EG11962	b3604	lldR	mRNA	Transcription regulation	FALSE	FALSE							
EG10168	b0657	lnt	mRNA	Metabolism	FALSE	TRUE	lipoprotein maturation	n	Generic, Protein maturation (lipoprotein)				y
EG11291	b2936	loiP	mRNA	Unknown function	FALSE	TRUE							
G6465	b0891	lolA	mRNA	Protein maturation translocation	FALSE	FALSE							
EG11293	b1209	lolB	mRNA	Protein maturation translocation	FALSE	TRUE							
G6573	b1116	lolC	mRNA	Metabolism	FALSE	TRUE	lipoprotein maturation	n	Generic, Protein maturation (lipoprotein)				y
G6574	b1117	lolD	mRNA	Metabolism	FALSE	TRUE	lipoprotein maturation	n	Generic, Protein maturation (lipoprotein)				y
G6575	b1118	lolE	mRNA	Metabolism	FALSE	TRUE	lipoprotein maturation	n	Generic, Protein maturation (lipoprotein)				y
G6692	b1369	lomR	pseudo	Uncategorized	FALSE	FALSE							
EG10542	b0439	lon	mRNA	Protein Decay	FALSE	TRUE							
EG10543	b0116	lpd	mRNA	Metabolism	TRUE	TRUE							
EG11796	b4386	lplA	mRNA	Metabolism	TRUE	TRUE							
EG12455	b2835	lplT	mRNA	Metabolism	FALSE	TRUE	transport for recycling of membrane components	m					y
G7642	b3147	lpoA	mRNA	Cell structure membrane	FALSE	FALSE							
G6565	b1105	lpoB	mRNA	Cell structure membrane	FALSE	FALSE							
EG10544	b1677	lpp	mRNA	Metabolism	FALSE	FALSE							
G7665	b3200	lptA	mRNA	Metabolism	TRUE	TRUE							
EG11680	b3201	lptB	mRNA	Metabolism	TRUE	TRUE							
G7664	b3199	lptC	mRNA	Metabolism	TRUE	TRUE							
EG11569	b0054	lptD	mRNA	Cell structure membrane	TRUE	TRUE							
EG10855	b0641	lptE	mRNA	Cell structure membrane	TRUE	TRUE							
G7888	b4261	lptF	mRNA	Metabolism	TRUE	TRUE							
G7889	b4262	lptG	mRNA	Metabolism	TRUE	TRUE							
EG10545	b0181	lpxA	mRNA	Metabolism	TRUE	TRUE							
EG10546	b0182	lpxB	mRNA	Metabolism	TRUE	TRUE							
EG10265	b0096	lpxC	mRNA	Metabolism	TRUE	TRUE							
EG10316	b0179	lpxD	mRNA	Metabolism	TRUE	TRUE							
EG12666	b0524	lpxH	mRNA	Uncategorized	TRUE	TRUE							
EG11409	b0915	lpxK	mRNA	Metabolism	TRUE	TRUE							
EG10464	b1054	lpxL	mRNA	Metabolism	TRUE	TRUE							
EG10614	b1855	lpxM	mRNA	Metabolism	TRUE	TRUE							
G7241	b2378	lpxP	mRNA	Metabolism	TRUE	TRUE							
G7146	b2174	lpxT	mRNA	Metabolism	TRUE	TRUE							
EG12123	b2289	lrhA	mRNA	Transcription regulation	FALSE	TRUE							
EG10547	b0889	lrp	mRNA	Transcription regulation	TRUE	TRUE							
EG10548	b0027	lspA	mRNA	Protein maturation translocation	FALSE	TRUE							
G6800	b1513	lsrA	mRNA	Unclear/under-characterized	TRUE	TRUE							
G6803	b1516	lsrB	mRNA	Unclear/under-characterized	TRUE	TRUE							
G6801	b1514	lsrC	mRNA	Unclear/under-characterized	TRUE	TRUE							
G6802	b1515	lsrD	mRNA	Unclear/under-characterized	TRUE	TRUE							
G6804	b1517	lsrF	mRNA	Unclear/under-characterized	TRUE	TRUE							
G6805	b1518	lsrG	mRNA	Transcription regulation	TRUE	TRUE							
G6798	b1511	lsrK	mRNA	Stress response	TRUE	TRUE							
G6799	b1512	lsrR	mRNA	Transcription regulation	FALSE	FALSE							
G6455	b0870	ltaE	mRNA	Metabolism	TRUE	TRUE							
EG12712	b2687	luxS	mRNA	Metabolism	TRUE	TRUE							
EG10549	b2838	lysA	mRNA	Metabolism	TRUE	TRUE							
EG10550	b4024	lysC	mRNA	Metabolism	TRUE	TRUE							
G6458	b0874	lysO	mRNA	Unknown function	TRUE	TRUE							
EG11337	b2156	lysP	mRNA	Metabolism	TRUE	TRUE							
G6392	b0749	lysQ	tRNA	tRNA	FALSE	TRUE							
EG10551	b2839	lysR	mRNA	Transcription regulation	FALSE	FALSE							
EG10552	b2890	lysS	mRNA	tRNA synthetase	TRUE	TRUE							
EG30055	b0743	lysT	tRNA	tRNA	FALSE	TRUE							
EG10553	b4129	lysU	mRNA	tRNA synthetase	TRUE	TRUE							
EG30056	b2404	lysV	tRNA	tRNA	FALSE	TRUE							
EG30057	b0745	lysW	tRNA	tRNA	FALSE	TRUE							
G6390	b0747	lysY	tRNA	tRNA	FALSE	TRUE							
