Promoter Name	Absolute-Plus-1-Position	Component-Of	Regulated-By
PM0-9693	2137193	COLI-K12-43 // TU0-14452	
PM0-45800	3619113	COLI-K12-74	
PM0-44675	960255	COLI-K12-19	
PM0-44766	1194437	COLI-K12-24	
PM0-45407	2674788	COLI-K12-54	
PM0-46103	4606273	COLI-K12-94	
PM00282	17458	COLI-K12-0 // TU00200	REG0-10801 // REG0-10800 // REG0-10797 // REG0-5965 // REG0-5964
PM0-45686	3354235	COLI-K12-68	
PM0-9680	933138	COLI-K12-19 // TU0-14447	REG0-12932 // REG0-9145
PM0-10014	1106292	COLI-K12-22 // TU0-14619	
PM0-1163	1832044	COLI-K12-37 // TU0-1003	REG0-6488 // REG0-6487 // REG0-6486 // REG0-6485 // REG0-6484 // REG0-6483 // REG0-6482
PM0-8222	21210	COLI-K12-0 // TU0-7842	REG0-11173
PM0-45536	3074756	COLI-K12-62	
PM00594	923080	COLI-K12-18 // TU00445	
PM0-46112	4630700	COLI-K12-94 // TU0-14226	REG0-11812
PM0-10133	3353049	COLI-K12-68 // TU0-5621	
PM0-44352	79594	COLI-K12-1	
PM0-44338	11938	COLI-K12-0	
PM0-10366	3658062	COLI-K12-74 // TU0-14742	
PM0-10141	3476506	COLI-K12-71 // TU0-13915	
PM00142	451653	COLI-K12-9 // TU00101	REG0-12484 // REG0-12230 // REG0-12229 // REG0-10891 // REG0-9230 // REG0-5854 // REG0-5853 // REG0-5852 // REG0-5851 // REG0-5850 // REG0-5849
PM0-45121	1925029	COLI-K12-39	
PM0-9574	2908674	COLI-K12-59 // TU0-14412	REG0-11516 // REG0-5606
PM0-45561	3121321	COLI-K12-63	
PM0-44975	1624516	COLI-K12-33	
PM0-1041	2976569	COLI-K12-60 // TU0-881	REG0-9414 // REG0-9091
PM0-45175	2042176	COLI-K12-41	
PM0-44467	399547	COLI-K12-8	
PM0-44726	1105412	COLI-K12-22	
PM0-45704	3388236	COLI-K12-69	
PM242	4541871	COLI-K12-92 // TU183	REG0-5137 // REG0-5136 // REG0-5135
PM0-44390	234926	COLI-K12-4	
PM0-44507	523066	COLI-K12-10	
PM0-44785	1209527	COLI-K12-24	
PM586	4200176	COLI-K12-85 // TU486	REG0-5038 // REG0-5037 // REG0-5036 // REG0-5035 // REG0-5034
PM0-10530	174902	COLI-K12-3 // TU0-14805	
PM0-46528	987092	COLI-K12-20 // TU0-45229	REG0-15040 // REG0-15039 // REG0-15038 // REG0-15037 // REG0-15036 // REG0-15035 // REG0-15034 // REG0-15033 // REG0-15032 // REG0-15031 // REG0-15030 // REG0-15029 // REG0-15028 // REG0-15027 // REG0-15026 // REG0-15025 // REG0-15024 // REG0-15023 // REG0-15022 // REG0-15021
PM0-45377	2563409	COLI-K12-52	
PM0-45986	4242270	COLI-K12-86	
PM00528	42037	COLI-K12-0 // TU00247	REG0-10763 // REG0-10762 // REG0-5655 // REG0-5654 // REG0-5653 // REG0-5652 // REG0-5651 // REG0-5650 // REG0-5649 // REG0-5648 // REG0-5647 // REG0-5646
PM00602	4001194	COLI-K12-81 // TU00455	
PM00566	12144	COLI-K12-0 // TU00418	
PM0-44992	1655699	COLI-K12-33	
PM525	883649	COLI-K12-18 // TU423	
PM0-10354	4392736	COLI-K12-89 // TU0-14738	REG0-10327 // REG0-10326
PM0-45189	2079417	COLI-K12-42	
PM00596	923210	COLI-K12-18 // TU00447	
PM00315	3546405	COLI-K12-72 // TU00229	REG0-5919 // REG0-5918 // REG0-5917
PM0-10279	3195240	COLI-K12-65 // TU0-14716	
PM0-46415	2351124	COLI-K12-48 // TU0-42700	
PM0-9957	71271	COLI-K12-1 // TU0-12804	
PM0-10078	2176432	COLI-K12-44 // TU0-14638	
PM0-1301	1157766	COLI-K12-23 // TU0-1141	REG0-9468 // REG0-9016 // REG0-9015 // REG0-6510 // REG0-6509 // REG0-6508 // REG0-6507 // REG0-6506 // REG0-6505 // REG0-6504 // REG0-6503 // REG0-6502 // REG0-6501 // REG0-6500
PM0-46304	2599806	COLI-K12-53 // TU0-42559	
PM0-45531	3032943	COLI-K12-62	
PM00642	3915223	COLI-K12-80 // TU00280	REG0-5302 // REG0-5301
PM00242	963749	COLI-K12-19 // TU00175	REG0-4903 // REG0-4902 // REG0-4901 // REG0-4900 // REG0-4899 // REG0-4898
PM00344	699222	COLI-K12-14 // TU0-4929	REG0-6217
PM00331	236017	COLI-K12-4 // TU0-6648	
PM0-5302	4214156	COLI-K12-86	
PM0-45442	2765985	COLI-K12-56	
PM00087	4097711	COLI-K12-83 // TU00063	REG0-11469 // REG0-10576 // REG0-10575 // REG0-5511 // REG0-5510 // REG0-5509 // REG0-5508
PM0-45350	2494494	COLI-K12-51	
PM0-45922	4009014	COLI-K12-82	
PM0-2021	2349499	COLI-K12-48 // TU0-1841	REG0-6402 // REG0-6401 // REG0-6400
PM0-10103	2747853	COLI-K12-56 // TU0-13680	
PM0-44648	889941	COLI-K12-18	
PM0-45045	1772409	COLI-K12-36	
PM0-45934	4050985	COLI-K12-82	
PM439	771284	COLI-K12-15 // TU358	REG0-5057 // REG0-5056 // REG0-5055 // REG0-5054
PM0-45733	3477431	COLI-K12-71	
PM0-4381	3038834	COLI-K12-62 // TU0-4141	REG0-11253 // REG0-6310
PM0-9599	3311183	COLI-K12-67 // TU0-8516	
PM0-9975	405686	COLI-K12-8 // TU0-8493	
PM00526	2434015	COLI-K12-49 // TU00232	REG0-12323
PM0-45413	2712876	COLI-K12-55	
PM00155	2323412	COLI-K12-47 // TU00114	REG0-9067 // REG0-9066 // REG0-9052 // REG0-5886
PM0-9515	3455495	COLI-K12-70 // TU0-14375	
PM0-46465	2313084	COLI-K12-47 // TU0-45164	REG0-14836 // REG0-14835 // REG0-14834 // REG0-14833 // REG0-14832 // REG0-14831 // REG0-14830 // REG0-14829 // REG0-14828 // REG0-14827 // REG0-14826 // REG0-14825 // REG0-14824 // REG0-14823 // REG0-14822
PM00148	754767	COLI-K12-15 // TU00106	REG0-5876 // REG0-5875 // REG0-5874
PM0-45652	3267254	COLI-K12-66	
PM00072	417101	COLI-K12-8 // TU00053	REG0-15952 // REG0-4618
PM0-44480	453627	COLI-K12-9	
PM0-44422	295663	COLI-K12-6	
PM0-9981	455122	COLI-K12-9 // TU0-14614	
PM0-45778	3588300	COLI-K12-73	
PM0-46123	1344510	COLI-K12-27 // TU0-42448	
PM0-10049	1689794	COLI-K12-34 // TU0-13348	
PM175	3517600	COLI-K12-71 // TU874	
PM0-1343	3941516	COLI-K12-80 // TU0-1183	REG0-16326 // REG0-11182 // REG0-11139 // REG0-11124 // REG0-6456 // REG0-6455 // REG0-6454 // REG0-6453 // REG0-6452
PM0-9708	702008	COLI-K12-14 // TU0-14464	
PM0-46449	1509275	COLI-K12-30 // TU0-45145	REG0-13421
PM00173	3105651	COLI-K12-63 // TU00129	REG0-10582 // REG0-10581 // REG0-8999 // REG0-8998 // REG0-5694 // REG0-5693 // REG0-5692 // REG0-5691 // REG0-5690 // REG0-5689
PM0-44359	146898	COLI-K12-3	
PM0-44776	1202259	COLI-K12-24	
PM00265	1619093	COLI-K12-33 // TU00190	REG0-12140 // REG0-12109 // REG0-10892 // REG0-5926 // REG0-5925 // REG0-5924 // REG0-5923 // REG0-5922 // REG0-5921 // REG0-5920
PM0-44802	1228808	COLI-K12-25	
PM0-45424	2741822	COLI-K12-56	
PM0-46558	2240566	TU0-45256 // COLI-K12-45	REG0-15137 // REG0-15136 // REG0-15135 // REG0-15134
PM0-1302	1157626	COLI-K12-23 // TU0-1142	REG0-6516 // REG0-6515 // REG0-6514 // REG0-6513 // REG0-6512 // REG0-6511
PM0-46030	4427526	COLI-K12-90	
PM0-9773		TU0-14308	
PM0-5802	3102911	COLI-K12-63 // TU0-5782 // TU0-5781 // TU0-5562	
PM00328	185977	COLI-K12-3 // TU0-6443	REG0-11259
PM0-9298	3513697	COLI-K12-71 // TU0-8862	
PM0-44801	1228683	COLI-K12-25	
PM0-45460	2863537	COLI-K12-58	
PM0-44813	1256110	COLI-K12-25	
PM00017	29619	COLI-K12-0 // TU00109	REG0-4796 // REG0-4795
PM0-10466	3613439	COLI-K12-73 // TU0-14783	
PM0-46569	4158457	COLI-K12-85 // TU0-45266	REG0-15191 // REG0-15190 // REG0-15189
PM0-10188	4425025	COLI-K12-90 // TU00346	REG0-11826
PM0-45477	2919513	COLI-K12-59	
PM00573	2659524	COLI-K12-54 // TU00423	
PM0-3304	137045	COLI-K12-2 // TU0-3124	REG0-6361
PM0-46371	1996921	COLI-K12-40 // TU0-42630	
PM00138	1037710	COLI-K12-21 // TU00097	REG0-12189 // REG0-5488 // REG0-5487
PM0-10045	1628326	COLI-K12-33 // TU0-13311	REG0-11643
PM0-10408	638693	COLI-K12-13 // TU0-14761	REG0-10674 // REG0-10460
PM1037	3515153	COLI-K12-71 // TU877	
PM0-45512	2990570	COLI-K12-61	
PM0-10108	2867567	COLI-K12-58 // TU0-14649	REG0-12792
PM0-44676	960143	COLI-K12-19	
PM0-45812	3656110	COLI-K12-74	
PM0-45166	2029461	COLI-K12-41	
PM0-44887	1423671	COLI-K12-29	
PM0-9849	1586664	COLI-K12-32 // TU0-7741	REG0-12328 // REG0-12327 // REG0-12326 // REG0-11206 // REG0-10926 // REG0-10907 // REG0-10842 // REG0-9269
PM0-45297	2364525	COLI-K12-48	
PM0-45673	3307909	COLI-K12-67	
PM00147	1686709	COLI-K12-34 // TU00105	REG0-11605 // REG0-11604 // REG0-11069 // REG0-11068 // REG0-5873 // REG0-5872 // REG0-5870 // REG0-5869
PM0-44973	1621304	COLI-K12-33	
PM0-46438	135717	COLI-K12-2 // TU0-44215	
PM0-44947	1535869	COLI-K12-31	
PM0-45954	4081361	COLI-K12-83	
PM0-8424		TU0-8044	
PM0-1164	1832039	COLI-K12-37 // TU0-1004	
PM00479	3965647	COLI-K12-81 // TU0-3102	REG0-11941 // REG0-6357
PM0-45551	3109534	COLI-K12-63	
PM0-9856	2494433	COLI-K12-51 // TU0-7746	REG0-10338 // REG0-9272
PM00193	3532679	COLI-K12-72 // TU00141	REG0-13441 // REG0-13440 // REG0-12043 // REG0-12042 // REG0-4822
PM0-10116	3005847	COLI-K12-61 // TU0-8748	
PM0-46298	1447309	COLI-K12-29 // TU0-42548	REG0-12803 // REG0-4979 // REG0-11650 // REG0-10481 // REG0-11953
PM0-45495	2980803	COLI-K12-61	
PM0-9409	1441780	COLI-K12-29 // TU0-13241	REG0-6126
PM0-45994	4278318	COLI-K12-87	
PM0-44459	384701	COLI-K12-7	
PM0-8528	1526020	COLI-K12-31 // TU0-8148	
PM0-9874	807321	COLI-K12-16 // TU0-13045	
PM0-44784	1209189	COLI-K12-24	
PM0-46088	4571705	COLI-K12-93	
PM0-10132	3327759	COLI-K12-68 // TU0-8577	
PM0-9548	179196	COLI-K12-3 // TU0-12823	
PM0-46435	2524375	COLI-K12-51 // TU0-44212	
PM00012	1788318	COLI-K12-36 // TU00010	REG0-4789 // REG0-4788
PM0-9580	2035630	COLI-K12-41 // TU0-14416	REG0-5415
PM0-44762	1182850	COLI-K12-24	
PM0-45345	2473536	COLI-K12-50	
PM0-45675	3321651	COLI-K12-67	
PM0-10349	3657800	COLI-K12-74 // TU0-14736	REG0-11893 // REG0-10960 // REG0-10417 // REG0-10415
PM0-46367	2966121	COLI-K12-60 // TU0-42614 // TU00295	
PM0-45899	3907646	COLI-K12-79	
PM0-46372	2710393	COLI-K12-55 // TU0-42636	REG0-12599
PM0-44774	1202213	COLI-K12-24	
PM00627	2687441	COLI-K12-55 // TU00473	REG0-5824
PM0-3665	4112869	COLI-K12-84 // TU0-3465	REG0-12939 // REG0-12190
PM0-10164	4026485	COLI-K12-82 // TU0-14665	
PM0-10249	1792087	COLI-K12-36 // TU0-13377	REG0-9638
PM00511	458815	COLI-K12-9 // TU0-4931	REG0-5072
PM0-44594	742622	COLI-K12-15	
PM0-4762	3578862	COLI-K12-73 // TU0-4522	
PM0-45612	3204533	COLI-K12-65	
PM0-5763	3811175	COLI-K12-78 // TU0-5523	
PM0-45571	3134016	COLI-K12-64	
PM0-46028	4418562	COLI-K12-90	
PM0-36160	3336886	COLI-K12-68 // TU0-13888	REG0-10855
PM964	4394035	COLI-K12-89 // TU802	
PM00180	2933854	COLI-K12-60 // TU00135	REG0-5580 // REG0-5579
PM0-45457	2861441	COLI-K12-58	
PM0-45238	2214785	COLI-K12-45	
PM0-5322	1697075	COLI-K12-34 // TU0-5082	REG0-6190
PM0-46308	1844900	COLI-K12-37 // TU0-13390	REG0-11988
PM0-10205	255914	COLI-K12-5 // TU0-14680	
PM0-45651	3267228	COLI-K12-66	
PM0-44399	246641	COLI-K12-5	
PM0-45663	3293553	COLI-K12-67	
PM0-44747	1161821	COLI-K12-23	
PM0-46527	1813348	COLI-K12-37	
PM0-45850	3751986	COLI-K12-76	
PM00469	3884237	COLI-K12-79 // TU682	
PM0-45691	3366843	COLI-K12-68	
PM0-45885	3843921	COLI-K12-78	
PM0-45537	3086250	COLI-K12-63	
PM0-45890	3866390	COLI-K12-79	
PM0-45588	3168371	COLI-K12-64	
PM0-44628	839274	COLI-K12-17	
PM00585	1755467	COLI-K12-35 // TU00527	REG0-5386
PM0-45409	2701137	COLI-K12-55	
PM0-45240	2222152	COLI-K12-45	
PM00191	1292958	COLI-K12-26 // TU00139	REG0-15820 // REG0-5687 // REG0-5686 // REG0-5685 // REG0-5684 // REG0-5683 // REG0-5682 // REG0-5681 // REG0-5680 // REG0-5679 // REG0-5678 // REG0-5677 // REG0-5676
PM0-46111	4630566	COLI-K12-94	
PM0-44904	1482873	COLI-K12-30	
PM0-9539	3401193	COLI-K12-69 // TU0-14389 // TU0-14386	
PM00405	2437884	COLI-K12-49 // TU0-5182	
PM0-45390	2641950	COLI-K12-54	
PM0-46566	179183	TU0-45264 // COLI-K12-3	
PM0-9366	3136403	COLI-K12-64 // TU0-13818	REG0-4606
PM0-45642	3254280	COLI-K12-66	
PM0-45806	3634783	COLI-K12-74	
PM0-44662	927460	COLI-K12-18	
PM0-44704	1051284	COLI-K12-21	
PM0-46455	4126854	COLI-K12-84 // TU0-45156	
PM0-44874	1411985	COLI-K12-28	
PM00568	3192002	COLI-K12-65 // TU00420	
PM0-10449	1988001	COLI-K12-40 // TU0-14767	REG0-10573 // REG0-10572
PM0-45392	2642932	COLI-K12-54	
PM0-45819	3696356	COLI-K12-75	
PM0-44360	146959	COLI-K12-3	
PM0-44712	1056207	COLI-K12-21	
PM0-46336	1021083	COLI-K12-20 // TU0-8679	REG0-12208
PM0-46303	3018950	COLI-K12-61 // TU0-42558	
PM0-44577	676560	COLI-K12-13	
PM00267	3152075	COLI-K12-64 // TU00191	REG0-5927
PM0-45097	1893359	COLI-K12-38	
PM0-44757	1175374	COLI-K12-24	
PM0-44806	1242164	COLI-K12-25	
PM0-46314	3334858	COLI-K12-68 // TU0-13886	REG0-11981
PM0-45313	2385805	COLI-K12-48	
PM0-44657	915077	COLI-K12-18	
PM0-45823	3696375	COLI-K12-75	
PM00202	3245002	COLI-K12-66 // TU00150	REG0-10434 // REG0-10259 // REG0-10258 // REG0-5768 // REG0-5767
PM0-46427	767795	COLI-K12-15 // TU0-44204	
PM0-46408	1774571	COLI-K12-36 // TU0-42694	
PM0-10007	980931	COLI-K12-20 // TU0-13090	REG0-12488
PM0-46109	4621716	COLI-K12-94	
PM0-1963	3086577	COLI-K12-63 // TU0-1783	REG0-6392 // REG0-6391 // REG0-6390
PM0-46431	4505266	COLI-K12-92 // TU0-44208	
PM0-36186	3907665	COLI-K12-79 // TU0-36420	REG0-11745
PM0-45364	2527039	COLI-K12-51	
PM0-45423	2741355	COLI-K12-56	
PM0-7323	1051305	COLI-K12-21	
PM0-7561	348471	COLI-K12-7 // TU0-7221	REG0-11651 // REG0-10477 // REG0-10476 // REG0-10475 // REG0-10474 // REG0-10473 // REG0-6102 // REG0-6101 // REG0-6100
PM0-8704	1277821	COLI-K12-26 // TU0-8324	
PM0-46492	3815985	COLI-K12-78	
PM00241	1795721	COLI-K12-36 // TU00174	REG0-4889 // REG0-4888 // REG0-4887
PM0-45206	2107444	COLI-K12-43	
PM0-46049	4474783	COLI-K12-91	
PM0-45697	3380156	COLI-K12-69	
PM0-45079	1862464	COLI-K12-38 // TU0-41857	
PM0-44433	318376	COLI-K12-6	
PM0-45013	1704864	COLI-K12-34	
PM0-44760	1181346	COLI-K12-24	
PM0-45592	3169749	TU-8387 // COLI-K12-64	REG0-6546 // REG0-6547 // REG0-11939
PM0-1382	4375567	COLI-K12-89 // TU0-1222	REG0-13000
PM0-44828	1298452	COLI-K12-26	
PM0-46546	3287291	COLI-K12-67	
PM0-10018	1144421	COLI-K12-23 // TU0-14622	
PM0-10093	2544664	COLI-K12-52 // TU0-13623	
PM0-46479	3354509	COLI-K12-68 // TU0-45182	REG0-14900 // REG0-14899 // REG0-14898 // REG0-14897 // REG0-14896 // REG0-14895 // REG0-14894 // REG0-14893 // REG0-14892 // REG0-14891 // REG0-14890 // REG0-14889 // REG0-14888 // REG0-14887 // REG0-14886
PM00049	3552510	COLI-K12-72 // TU00039	REG0-4492 // REG0-4491 // REG0-4490 // REG0-4489 // REG0-4488
PM00152	3490221	COLI-K12-71 // TU00111	REG0-5671 // REG0-5670 // REG0-5669
PM0-45797	3619074	COLI-K12-74	
PM0-8891	1802733	COLI-K12-36 // TU0-14257 // TU00366	REG0-11175 // REG0-10507
PM00675	4362627	COLI-K12-89 // TU00520	REG0-5303
PM0-9381		TU0-14278	
PM0-10342	3821388	COLI-K12-78 // TU0-14004	
PM0-44451	345336	COLI-K12-7	
PM0-46380	2799084	COLI-K12-57 // TU0-8745	REG0-12677 // REG0-12676
PM0-4701		TU0-4461	REG0-6272
PM0-44923	1500640	COLI-K12-30	
PM0-44666	947120	COLI-K12-19	
PM0-45527	3029164	COLI-K12-61	
PM0-46583	963749	TU0-45280 // COLI-K12-19	REG0-15275 // REG0-15274 // REG0-15273 // REG0-15272 // REG0-15271 // REG0-15270
PM0-2083	3374766	COLI-K12-69 // TU0-1902	REG0-6405
PM0-1283	816827	COLI-K12-16 // TU00300	REG0-6497 // REG0-6496
PM0-9779		TU0-14500	
PM0-44699	1048118	COLI-K12-21	
PM0-46051	4479671	COLI-K12-91	
PM0-9218	880653	COLI-K12-18 // TU0-8782	REG0-9009 // REG0-6603
PM0-45805	3632595	COLI-K12-74	
PM0-44918	1495154	COLI-K12-30	
PM00610	104636	COLI-K12-2 // TU0-1425	REG0-11160
PM0-44811	1245083	COLI-K12-25	
PM0-9696	457202	COLI-K12-9 // TU0-14455	
PM0-44921	1496655	COLI-K12-30	
PM0-7504	3808180	COLI-K12-77 // TU0-7162	
PM0-45022	1725932	COLI-K12-35	
PM0-46352	1050702	COLI-K12-21 // TU0-13108	REG0-12296 // REG0-12295
PM0-46403	4073634	COLI-K12-83 // TU0-42689	
PM0-2622	4467279	COLI-K12-91 // TU0-2442	REG0-6374
PM0-44526	570847	COLI-K12-11	
PM787	2601171	COLI-K12-53 // TU686	REG0-4855 // REG0-4854 // REG0-4853 // REG0-4852
PM0-36215	1124103	COLI-K12-23 // TU0-13130	REG0-11155
PM0-45579	3155384	COLI-K12-64	
PM0-8732	1121058	COLI-K12-22 // TU0-8351	REG0-12608
PM0-45996	4279835	COLI-K12-87	
PM0-10037	1408024	COLI-K12-28 // TU0-13223	
PM0-9739	4035356	COLI-K12-82 // TU0-14486	REG0-16332
PM0-44867	1393204	COLI-K12-28	
PM0-4401	2599014	COLI-K12-53 // TU0-4161	
PM00247	3536685	COLI-K12-72 // TU00177	REG0-5567
PM0-3684	2551243	COLI-K12-52 // TU0-3484	
PM334	1388844	COLI-K12-28 // TU544	REG0-5154 // REG0-5153
PM0-44870	1393121	COLI-K12-28	
PM0-45055	1806170	COLI-K12-36	
PM587	461442	COLI-K12-9 // TU487	
PM00505	4483919	COLI-K12-91 // TU0-6687	
PM881	3613628	COLI-K12-73 // TU00308	REG0-4827 // REG0-4826 // REG0-4825
PM0-36228	515823	COLI-K12-10 // TU0-12956	
PM00029	1399552	COLI-K12-28 // TU00022	REG0-11092 // REG0-4637 // REG0-4636 // REG0-4635
PM0-46242	1647876	COLI-K12-33 // TU0-13327	REG0-11659
PM0-9840		TU0-8544	
PM00232	2177234	COLI-K12-44 // TU00169	REG0-5741 // REG0-5740 // REG0-5739
PM00676	4606432	COLI-K12-94 // TU00521	REG0-5304
PM0-44694	1030001	COLI-K12-21	
PM0-3281	2483448	COLI-K12-50 // TU0-3101	REG0-6356 // REG0-6355
PM0-7421	3088255	COLI-K12-63 // TU0-7081	REG0-10095 // REG0-10091 // REG0-10090 // REG0-10089 // REG0-10088 // REG0-10087 // REG0-10086 // REG0-10085 // REG0-10084 // REG0-6119 // REG0-6118 // REG0-6117 // REG0-6116 // REG0-6115
PM0-6541	3853337	COLI-K12-78 // TU0-6241	REG0-6180
PM0-45355	2514322	COLI-K12-51	
PM0-44447	327261	COLI-K12-6	
PM0-46267	3648063	COLI-K12-74 // TU0-42529	
PM0-10275	2545733	COLI-K12-52 // TU0-14714	REG0-10136 // REG0-9882 // REG0-9881
PM0-45425	2741762	COLI-K12-56	
PM00048	4246736	COLI-K12-86 // TU00123	REG0-4744 // REG0-4743 // REG0-4742 // REG0-4741 // REG0-4740 // REG0-4739 // REG0-4738 // REG0-4737 // REG0-4736
PM0-44427	311393	COLI-K12-6 // TU0-12880	REG0-11500
PM0-45659	3287401	COLI-K12-67	
PM0-10174	4227602	COLI-K12-86 // TU0-14107	
PM0-45333	2448436	COLI-K12-50	
PM00427	2913829	COLI-K12-59 // TU521	REG0-12002 // REG0-12001
PM00577	1862735	COLI-K12-38 // TU0-4905	REG0-11507 // REG0-6205
PM0-45456	2859737	COLI-K12-58	
PM0-46186	1862247	COLI-K12-38 // TU0-42481	
PM00115	3792577	COLI-K12-77 // TU00225	REG0-5455 // REG0-5454
PM0-46469	3925674	COLI-K12-80 // TU0-45168	REG0-14850
PM00523	208411	COLI-K12-4 // TU00230	
PM0-2621	4467275	COLI-K12-91 // TU0-2441	
PM00372	1735323	COLI-K12-35 // TU0-1681	REG0-10492 // REG0-6430 // REG0-6428
PM0-45782	3602256	COLI-K12-73	
PM0-45530	3032938	COLI-K12-62	
PM929	4196954	COLI-K12-85 // TU784	
PM664	961717	COLI-K12-19 // TU564	REG0-11170
PM0-45141	1959872	COLI-K12-40	
PM0-10113	2909713	COLI-K12-59 // TU0-14654	
PM0-8905	2178667	COLI-K12-44 // TU0-8469	REG0-10894
PM0-6883	3281889	COLI-K12-67 // TU0-6583	REG0-6152 // REG0-6151 // REG0-6150 // REG0-6149 // REG0-6148 // REG0-6147
PM0-45502	2985819	COLI-K12-61	
PM0-45416	2722668	COLI-K12-55 // TU0-13672	
PM0-9870		TU0-14567	
PM0-44627	838484	COLI-K12-17 // TU0-13053	
PM0-44602	774709	COLI-K12-15	
PM0-46012	4337202	COLI-K12-88 // TU0-14134	REG0-11749 // REG0-10818
PM0-45709	3389381	COLI-K12-69	
PM0-45384	2622990	COLI-K12-53	
PM0-10086	2460979	COLI-K12-50 // TU0-13597	
PM0-45787	3605634	COLI-K12-73	
PM0-10360	4004814	COLI-K12-81 // TU0-14046	
PM0-45243	2224941	COLI-K12-45	
PM0-44432	311939	COLI-K12-6	
PM0-46307	3860253	COLI-K12-79 // TU0-8596	REG0-11985
PM0-10151	3785235	COLI-K12-77 // TU0-13998	REG0-10896
PM0-45528	3031189	COLI-K12-62	
PM00249	148	COLI-K12-0 // TU0-42486 // TU00178	REG0-11386
PM0-45816	3674637	COLI-K12-75	
PM0-4941	366358	COLI-K12-7 // TU0-4701	REG0-9509 // REG0-6246
PM0-10207	160657	COLI-K12-3 // TU0-14681	REG0-11164 // REG0-11163 // REG0-11162
PM0-5221	3544667	COLI-K12-72 // TU0-4981	REG0-6224 // REG0-6223
PM0-45902	3940643	COLI-K12-80	
PM0-9710	142703	COLI-K12-2 // TU0-8774	
PM00634	2533507	COLI-K12-51 // TU00481	REG0-10909
PM0-46305	3380698	COLI-K12-69 // TU0-42560	
PM0-44639	853080	COLI-K12-17	
PM0-44771	1198590	COLI-K12-24	
PM0-45112	1915027	COLI-K12-39	
PM0-1582	103561	COLI-K12-2 // TU0-1422	REG0-6442
PM0-45509	2988415	COLI-K12-61	
PM0-44566	665213	COLI-K12-13	
PM0-45648	3267221	COLI-K12-66	
PM0-44815	1269477	COLI-K12-25	
PM00580	4354797	COLI-K12-89 // TU00429	
PM0-36210	3341719	COLI-K12-68 // TU0-36432	
PM0-44572	676624	COLI-K12-13	
PM00489	4128558	COLI-K12-84 // TU0-2706	
PM0-44831	1307349	COLI-K12-26	
PM00420	2750747	COLI-K12-56 // TU00411	REG0-5096
PM0-9837		TU0-14553	
PM0-6143	2376887	COLI-K12-48	
PM0-44654	906898	COLI-K12-18	
PM0-46584	4105686	COLI-K12-84 // TU0-45281	REG0-15277 // REG0-15276
PM0-46013	4352390	COLI-K12-89	
PM0-9365	498031	COLI-K12-10 // TU0-12951	REG0-10664 // REG0-4607
PM981	4340556	COLI-K12-88 // TU00235	REG0-5419 // REG0-5418 // REG0-5417
PM0-9547	179183	COLI-K12-3 // TU0-12822	
PM0-46345	3785195	COLI-K12-77 // TU0-42596	
PM0-46218	2518407	COLI-K12-51 // TU0-42504	
PM0-45065	1827069	COLI-K12-37	
PM0-9804		TU0-14521	
PM0-45251	2237923	COLI-K12-45	
PM0-5581	2219523	COLI-K12-45 // TU0-5341	
PM0-5721	1658003	COLI-K12-33 // TU0-5481	REG0-10436 // REG0-10435 // REG0-6162
PM0-10473	4284935	COLI-K12-87 // TU0-14786	
PM00564	3477525	COLI-K12-71 // TU0-1063	REG0-12638
PM-8781	3343396	COLI-K12-68 // TU-8398	
PM0-44504	515077	COLI-K12-10	
PM0-10114	2915043	COLI-K12-59 // TU0-13735	
PM00502	4448294	COLI-K12-91 // TU0-7061	
PM00314	3577645	COLI-K12-73 // TU0-42512 // TU00228	REG0-5269 // REG0-5268 // REG0-5267 // REG0-5266 // REG0-5265
PM0-5023	4462838	COLI-K12-91 // TU0-4783	REG0-11892 // REG0-9043 // REG0-9042 // REG0-6249 // REG0-6248
PM0-45280	2306924	COLI-K12-47	
PM0-46008	4308664	COLI-K12-88	
PM0-36224	214187	COLI-K12-4 // TU0-12834	REG0-11104
PM0-44848	1339235	COLI-K12-27	
PM00035	4056371	COLI-K12-83 // TU00028	REG0-4673
PM00462	3882562	COLI-K12-79 // TU0-1195	
PM0-45180	2056792	COLI-K12-42	
PM00229	1311054	COLI-K12-26 // TU00167	REG0-9276 // REG0-5738 // REG0-5737 // REG0-5736
PM00471	3922134	COLI-K12-80 // TU0-6636	
PM0-45620	3226142	COLI-K12-66	
PM0-44724	1105225	COLI-K12-22	
PM0-45488	2965348	COLI-K12-60	
PM0-46036	4437673	COLI-K12-90	
PM00673	3322278	COLI-K12-67 // TU00518	
PM00107	2891964	COLI-K12-59 // TU00078	REG0-5828 // REG0-5827
PM0-46126	3186040	COLI-K12-65 // TU0-13843	
PM0-44580	679465	COLI-K12-13	
PM0-9965	194901	COLI-K12-3 // TU0-14609	
PM0-45028	1743375	COLI-K12-35	
PM00525	3405140	COLI-K12-69 // TU00231	REG0-6019
PM0-44835	1315238	COLI-K12-26	
PM0-9808		TU0-14525	
PM0-46206	160751	COLI-K12-3 // TU0-42497	
PM0-46296	4352549	COLI-K12-89 // TU0-42545	
PM0-9743	3039851	COLI-K12-62 // TU0-14489	
PM0-10117	3041099	COLI-K12-62 // TU0-13788	
PM0-9877	4603319	COLI-K12-94 // TU0-14571	REG0-9424 // REG0-9423 // REG0-9422
PM00023	3990999	COLI-K12-81 // TU00016	REG0-4805
