# Generated from the following BioVelo query on EcoCyc, 12:16pm, November 3, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, x^?associated-binding-site, x^?regulator, Evidence) : x<-ECOLI^^Regulation-of-Transcription-Initiation,  !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Name", "Frame ID", "Associated Binding Site", "Regulators", "Evidence")), 2)
Regulation of hybE by DNA-binding transcriptional dual regulator YfeC	REG0-15968	YfeC DNA-binding-site (BS0-10521)	DNA-binding transcriptional dual regulator YfeC	EV-EXP-IEP-RNA-SEQ
Regulation of mtfA by DNA-binding transcriptional dual regulator Nac	REG0-13160	Nac DNA-binding-site regulating mtfA	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of argU by DNA-binding transcriptional dual regulator Nac	REG0-14438	Nac DNA-binding-site (BS0-9784)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of ppiAp3 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5340	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 12.5 bases downstream of ppiAp4	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rplF by DNA-binding transcriptional dual regulator Lrp	REG0-15554	Lrp DNA-binding-site (BS0-10323)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of priC by DNA-binding transcriptional repressor GlaR	REG0-14274	GlaR DNA-binding-site regulating ybaN	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of zraSp by DNA-binding transcriptional activator ZraR-phosphorylated	REG0-10939	ZraR-Pasp56 DNA-binding-site 115 bases upstream of zraSp	DNA-binding transcriptional activator ZraR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of nrfAp by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-5960	NarL-Pasp59 DNA-binding-site 70 bases upstream of nrfAp	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of cirAp2 by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-4799	DNA-binding transcriptional dual regulator Fur DNA-binding-site 35 bases upstream of cirAp1	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of cddp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-6011	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 92.5 bases upstream of cddp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadA by DNA-binding transcriptional dual regulator TorR-phosphorylated	REG0-16051	TorR-Pasp DNA-binding-site (BS0-10595)	DNA-binding transcriptional dual regulator TorR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of ihfBp by DNA-binding transcriptional dual regulator IHF	REG0-4899	IHF DNA-binding-site 304 bases upstream of ihfBp2	DNA-binding transcriptional dual regulator IHF	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rluC by ppGpp	REG0-13003		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of gapAp3 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-6206	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of gapAp3	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yohJ by DNA-binding transcriptional dual regulator YieP	REG0-16059	YieP DNA-binding-site (BS0-10603)	DNA-binding transcriptional dual regulator YieP	EV-EXP-IEP-RNA-SEQ
Regulation of yqhGp by RcsB-BglJ DNA-binding transcriptional activator	REG0-11983	RcsB-BglJ DNA-binding-site 44.5 bases upstream of yqhGp	RcsB-BglJ DNA-binding transcriptional activator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of sibE by DNA-binding transcriptional dual regulator Nac	REG0-14651	Nac DNA-binding-site (BS0-9950)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of pntA by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-14089	ArcA-Pasp54 DNA-binding-site (BS0-9502)	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-MICROARRAY
Regulation of yajD by DNA-binding transcriptional dual regulator Nac	REG0-13189	Nac DNA-binding-site regulating yajD	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of metBp by DNA-binding transcriptional repressor MetJ-S-adenosyl-L-methionine	REG0-6296	MetJ-SAM DNA-binding-site 48.5 bases upstream of metBp	DNA-binding transcriptional repressor MetJ-S-adenosyl-L-methionine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of cspIp1 by DNA-binding transcriptional dual regulator Fis	REG0-9351	Fis DNA-binding-site 83 bases upstream of cspIp1	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yigI by DNA-binding transcriptional dual regulator Nac	REG0-14779	Nac DNA-binding-site (BS0-9923)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of igaA by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-14133	ArcA-Pasp54 DNA-binding-site (BS0-9489)	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-MICROARRAY
Regulation of csgBp by DNA-binding transcriptional regulator FliZ	REG0-11496		DNA-binding transcriptional regulator FliZ	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of acsp2 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-6287	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 122.5 bases upstream of acsp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of kbaZp by DNA-binding transcriptional repressor AgaR	REG0-5890	AgaR DNA-binding-site 75.5 bases upstream of kbaZp	DNA-binding transcriptional repressor AgaR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gyrBp2 by DNA-binding transcriptional dual regulator Fis	REG0-14956	Fis DNA-binding-site 109 bases upstream of gyrBp2	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsBp1 by RNA polymerase-binding transcription factor DksA	REG0-11138		RNA polymerase-binding transcription factor DksA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IDA-PURIFIED-PROTEIN
Regulation of nirBp by DNA-binding transcriptional dual regulator Fis	REG0-4551	Fis DNA-binding-site 142 bases upstream of nirBp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hyaAp by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-11655	ArcA-Pasp54 DNA-binding-site 7.5 bases upstream of hyaAp2	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of tnaB by DNA-binding transcriptional dual regulator Nac	REG0-14665	Nac DNA-binding-site (BS0-9959)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of rclAp by DNA-binding transcriptional activator RclR	REG0-11961	RclR DNA-binding-site regulating rclAp	DNA-binding transcriptional activator RclR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yjcH-actP by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-16375	DNA-binding transcriptional dual regulator Fur DNA-binding-site regulating yjcH-actP	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ
Regulation of focA by DNA-binding transcriptional dual regulator FNR	REG0-14339	Fnr DNA-binding-site (BS0-9689)	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-MICROARRAY
Regulation of prpRp by DNA-binding transcriptional dual regulator PrpR-(2S,3S)-2-methylcitrate	REG0-6102	PrpR-2-methylcitrate DNA-binding-site 147.5 bases upstream of prpBp	DNA-binding transcriptional dual regulator PrpR-(2S,3S)-2-methylcitrate	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of nadAp by DNA-binding transcriptional repressor/NMN adenylyltransferase NadR	REG0-9566	NadR DNA-binding-site 57.5 bases upstream of nadAp	DNA-binding transcriptional repressor/NMN adenylyltransferase NadR	EV-EXP-IMP
Regulation of acnBp1 by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-4938	ArcA-Pasp54 DNA-binding-site 48 bases upstream of acnBp1	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-MICROARRAY
Regulation of lrpp by DNA-binding transcriptional dual regulator H-NS	REG0-11243	H-NS DNA-binding-site regulating lrpp	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of crpp1 by DNA-binding transcriptional dual regulator Cra	REG0-12094	Cra DNA-binding-site 45.5 bases upstream of crpp1	DNA-binding transcriptional dual regulator Cra	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of pflBp1 by DNA-binding transcriptional dual regulator Fis	REG0-9390	Fis DNA-binding-site 2 bases upstream of pflBp1	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fadLp by DNA-binding transcriptional dual regulator OmpR-phosphorylated	REG0-4475	OmpR-P DNA-binding-site 60.5 bases upstream of fadLp	DNA-binding transcriptional dual regulator OmpR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of carAp1 by DNA-binding transcriptional dual regulator RutR	REG0-9263	RutR DNA-binding-site 184 bases upstream of carAp1	DNA-binding transcriptional dual regulator RutR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of katG by DNA-binding transcriptional dual regulator FNR	REG0-14345	Fnr DNA-binding-site (BS0-9695)	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-MICROARRAY
Regulation of narGp by DNA-binding transcriptional dual regulator Fis	REG0-9385	Fis DNA-binding-site 103 bases upstream of narGp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of alaAp9 by DNA-binding transcriptional dual regulator Lrp-L-leucine	REG0-10886		DNA-binding transcriptional dual regulator Lrp-L-leucine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of mazEp1 by DNA-binding transcriptional dual regulator Fis	REG0-4939	Fis DNA-binding-site 53.5 bases upstream of mazEp2	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of cysPp by CysB-O-acetyl-L-serine DNA-binding transcriptional dual regulator	REG0-5848	DNA-binding transcriptional dual regulator CysB DNA-binding-site 66 bases upstream of cysPp	CysB-O-acetyl-L-serine DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of torA by DNA-binding transcriptional dual regulator Nac	REG0-14669	Nac DNA-binding-site (BS0-9962)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of metEp by MetR-L-homocysteine	REG0-11335	MetR-L-homocysteine DNA-binding-site 6 bases upstream of metRp2	MetR-L-homocysteine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yeaG by DNA-binding transcriptional dual regulator Lrp	REG0-15615	Lrp DNA-binding-site (BS0-10384)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of argH by ppGpp	REG0-12941		ppGpp	EV-EXP-IEP
Regulation of osmCp1 by DNA-binding transcriptional dual regulator RcsB-phosphorylated	REG0-5611	Pasp56 RcsB DNA-binding-site 41.5 bases upstream of osmCp1	DNA-binding transcriptional dual regulator RcsB-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yebV by ppGpp	REG0-13007		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of citCp1 by DNA-binding transcriptional dual regulator DpiA-phosphorylated	REG0-11374	DpiA-Pasp DNA-binding-site 104 bases downstream of dpiBp1	DNA-binding transcriptional dual regulator DpiA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of dusBp by DNA-binding transcriptional dual regulator Fis	REG0-4634	Fis DNA-binding-site 42 bases upstream of dusBp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rpmB by DNA-binding transcriptional dual regulator YfeC	REG0-15972	YfeC DNA-binding-site (BS0-10525)	DNA-binding transcriptional dual regulator YfeC	EV-EXP-IEP-RNA-SEQ
Regulation of gpmAp4 by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-15129	DNA-binding transcriptional dual regulator Fur DNA-binding-site 3 bases downstream of gpmAp4	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of glxK by DNA-binding transcriptional dual regulator Nac	REG0-14514	Nac DNA-binding-site (BS0-9842)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of serAp1 by DNA-binding transcriptional dual regulator Nac	REG0-5565	Nac DNA-binding-site 30 bases upstream of serAp1	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of dhaK by DNA-binding transcriptional dual regulator Lrp	REG0-15441	Lrp DNA-binding-site (BS0-10210)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of sdhCDAB by DNA-binding transcriptional dual regulator Fur	REG0-16415	Fur DNA-binding-site regulating sdhCDAB	DNA-binding transcriptional dual regulator Fur	EV-EXP-IEP-RNA-SEQ
Regulation of bglGp1 by DNA-binding transcriptional dual regulator Fis	REG0-6253	Fis DNA-binding-site 27 bases upstream of bglGp1	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadXp by DNA-binding transcriptional dual regulator RutR	REG0-9264	RutR DNA-binding-site 824.5 bases upstream of gadXp	DNA-binding transcriptional dual regulator RutR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of pcnBp4 by ppGpp	REG0-11131		ppGpp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ybhD by DNA-binding transcriptional dual regulator Nac	REG0-13213	Nac DNA-binding-site regulating ybhD	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of hemAp1 by DNA-binding transcriptional dual regulator IHF	REG0-5829		DNA-binding transcriptional dual regulator IHF	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of asnT by DNA-binding transcriptional dual regulator Nac	REG0-14443	Nac DNA-binding-site regulating mtfA	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of hspQ by DNA-binding transcriptional dual regulator Lrp	REG0-15480	Lrp DNA-binding-site (BS0-10249)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of ynfA by DNA-binding transcriptional dual regulator Nac	REG0-13288	Nac DNA-binding-site regulating ynfA	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of aroK by ArgR-L-arginine DNA-binding transcriptional dual regulator	REG0-13673	ArgR-arg DNA-binding-site (BS0-9153)	ArgR-L-arginine DNA-binding transcriptional dual regulator	EV-EXP-IEP-MICROARRAY
Regulation of fepAp by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-5843	DNA-binding transcriptional dual regulator Fur DNA-binding-site 28 bases upstream of fesp	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of hycAp by FhlA-formate DNA-binding transcriptional activator	REG0-10802	FhlA-formate DNA-binding-site 84.5 bases upstream of hycAp	FhlA-formate DNA-binding transcriptional activator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yqaE by ppGpp	REG0-13088		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of astCp2 by ArgR-L-arginine DNA-binding transcriptional dual regulator	REG0-6482	ArgR-arg DNA-binding-site 121.5 bases upstream of astCp2	ArgR-L-arginine DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-MICROARRAY
Regulation of tonBp by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-5738	DNA-binding transcriptional dual regulator Fur DNA-binding-site 26 bases downstream of tonBp	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ
Regulation of gadXp by DNA-binding transcriptional dual regulator GadX	REG0-10993		DNA-binding transcriptional dual regulator GadX	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of glnAp2 by DNA-binding transcriptional dual regulator NtrC-phosphorylated	REG0-5936	NtrC-Pasp DNA-binding-site 140 bases upstream of glnAp2	DNA-binding transcriptional dual regulator NtrC-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-NORTHERN
Regulation of yiiF by DNA-binding transcriptional dual regulator Nac	REG0-14786	Nac DNA-binding-site (BS0-10036)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of bidA by DNA-binding transcriptional dual regulator FNR	REG0-14363	Fnr DNA-binding-site (BS0-9710)	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-MICROARRAY
Regulation of csgDp3 by DNA-binding transcriptional dual regulator CsgD	REG0-15173	CsgD DNA-binding-site 118.5 bases upstream of csgDp3	DNA-binding transcriptional dual regulator CsgD	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of cydDp by DNA-binding transcriptional dual regulator FNR	REG0-6032	Fnr DNA-binding-site 90.5 bases upstream of cydDp	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hdeAp2 by DNA-binding transcriptional dual regulator GadX	REG0-15105	GadX DNA-binding-site 126.5 bases upstream of hdeAp2	DNA-binding transcriptional dual regulator GadX	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of mcbA by DNA-binding transcriptional dual regulator Nac	REG0-14569	Nac DNA-binding-site regulating ybiN	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of dcuBp1 by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-4916	NarL-Pasp59 DNA-binding-site 19 bases downstream of dcuBp1	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of treBp by DNA-binding transcriptional repressor TreR	REG0-5984	TreR DNA-binding-site 48 bases upstream of treBp	DNA-binding transcriptional repressor TreR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of csgBp2 by DNA-binding transcriptional dual regulator CsgD	REG0-14998	CsgD DNA-binding-site 57.5 bases upstream of csgBp2	DNA-binding transcriptional dual regulator CsgD	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of nacp by DNA-binding transcriptional dual regulator Nac	REG0-5067	Nac DNA-binding-site 75 bases upstream of nacp	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of topAp4 by DNA-binding transcriptional dual regulator Fis	REG0-6381	Fis DNA-binding-site 6 bases downstream of topAp4	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ompCp1 by DNA-binding transcriptional dual regulator OmpR-phosphorylated	REG0-4571	OmpR-P DNA-binding-site 206.5 bases upstream of micFp2	DNA-binding transcriptional dual regulator OmpR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of proPp2 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5333	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 122.5 bases upstream of proPp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yhdW by DNA-binding transcriptional dual regulator CpxR-phosphorylated	REG0-16173	CpxR-phosphorylated DNA-binding-site (BS0-10683)	DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-EXP-IEP-QRTPCR
Regulation of cadBp by DNA-binding transcriptional dual regulator H-NS	REG0-6043	H-NS DNA-binding-site 260 bases upstream of cadBp	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of udpP by DNA-binding transcriptional repressor CytR	REG0-5578	CytR DNA-binding-site 61 bases upstream of udpP	DNA-binding transcriptional repressor CytR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
