,0,no change (without binary_idx),add diversity,remove efficiency and add diversity,kinetic,is_new
DTDPGLUCDEHYDRAT-RXN__DTDPGLUCDEHYDRAT-CPLX,-4.0,-4.0,-4.0,-4.0,2.672097950338789,Old Reactions
DTDPGLUCOSEPP-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
DTDPKIN-RXN,3.196976473130026,3.196976473130026,3.196976473109543,3.196976473130026,False,Old Reactions
DTMPKI-RXN,3.210978317245587,3.2109736415483625,3.2109736415081747,3.2109736415483625,False,Old Reactions
DUDPKIN-RXN,-4.0,-4.0,-4.000000000023103,-4.0,False,Old Reactions
DURIDKI-RXN,3.210978317245587,3.2109736415483625,3.2109736415081747,3.2109736415483625,False,Old Reactions
DUTP-PYROP-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
DUTP-PYROP-RXN__DUTP-PYROP-CPLX,-4.0,-4.0,-4.0,-4.0,3.6894864572418946,Old Reactions
DUTP-PYROP-RXN__G7164-MONOMER,-4.0,-4.0,-4.000000000023103,-4.0,2.5976952955958224,Old Reactions
DXPREDISOM-RXN,-4.0,-4.0,4.342727686266486e-05,2.967995892135451,False,Old Reactions
DXPREDISOM-RXN (reverse),2.5695232531415146,2.5694237745283255,2.5705926703020494,3.1139433857141032,3.1139433857141032,Old Reactions
DXS-RXN,2.598092668568259,2.597988564596499,2.597988564185119,2.597988564596499,4.213092553911321,Old Reactions
ENOYL-ACP-REDUCT-NADH-RXN-Arachidoyl-ACPs/NAD//trans-delta2-arachidoyl-ACPs/NADH/PROTON.62. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADH-RXN-Butanoyl-ACPs/NAD//POLYMER-INST-TRANS-D2-ENOYL-ACP-C0-H0/NADH/PROTON.69. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADH-RXN-POLYMER-INST-Saturated-Fatty-Acyl-ACPs-C4-H8/NAD//POLYMER-INST-TRANS-D2-ENOYL-ACP-C4-H8/NADH/PROTON.100. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADH-RXN-Stearoyl-ACPs/NAD//Octadec-2-enoyl-ACPs/NADH/PROTON.52. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADPH-RXN-Arachidoyl-ACPs/NADP//NADPH/trans-delta2-arachidoyl-ACPs/PROTON.64. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADPH-RXN-Butanoyl-ACPs/NADP//NADPH/POLYMER-INST-TRANS-D2-ENOYL-ACP-C0-H0/PROTON.71. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADPH-RXN-Decanoyl-ACPs/NADP//NADPH/Trans-D2-decenoyl-ACPs/PROTON.56. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADPH-RXN-Dodecanoyl-ACPs/NADP//NADPH/Dodec-2-enoyl-ACPs/PROTON.54. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADPH-RXN-Hexanoyl-ACPs/NADP//NADPH/Hex-2-enoyl-ACPs/PROTON.50. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADPH-RXN-Myristoyl-ACPs/NADP//NADPH/Tetradec-2-enoyl-ACPs/PROTON.56. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADPH-RXN-POLYMER-INST-Saturated-Fatty-Acyl-ACPs-C4-H8/NADP//NADPH/POLYMER-INST-TRANS-D2-ENOYL-ACP-C4-H8/PROTON.102. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADPH-RXN-Palmitoyl-ACPs/NADP//NADPH/2-Hexadecenoyl-ACPs/PROTON.54. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-ACP-REDUCT-NADPH-RXN-Stearoyl-ACPs/NADP//NADPH/Octadec-2-enoyl-ACPs/PROTON.54. (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-CPD-14729//CPD0-2108.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-CPD-14729//CPD0-2108.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-CPD-14730//CPD-15568.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-CPD-14730//CPD-15568.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-CPD-14925//T2-DECENOYL-COA.27.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-CPD-14925//T2-DECENOYL-COA.27. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C0-H0//CROTONYL-COA.54.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C0-H0//CROTONYL-COA.54. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C12-H24//CPD0-2117.53.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C12-H24//CPD0-2117.53. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C14-H28//CPD-10262.53.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C14-H28//CPD-10262.53. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C16-H32//POLYMER-INST-TRANS-D2-ENOYL-COA-C16-H32.83.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C16-H32//POLYMER-INST-TRANS-D2-ENOYL-COA-C16-H32.83. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C2-H4//CPD0-2121.51.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-DELTA-ISOM-RXN-POLYMER-INST-CIS-DELTA3-ENOYL-COA-C2-H4//CPD0-2121.51. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-HYDRAT-RXN-CPD0-2171//CPD-15568/WATER.27.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-HYDRAT-RXN-CPD0-2171//CPD-15568/WATER.27. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-HYDRAT-RXN-CPD0-2253//CPD-10262/WATER.27.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-HYDRAT-RXN-CPD0-2253//CPD-10262/WATER.27. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C12-H24//CPD0-2117/WATER.58.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C12-H24//CPD0-2117/WATER.58. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C16-H32//POLYMER-INST-TRANS-D2-ENOYL-COA-C16-H32/WATER.88.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C16-H32//POLYMER-INST-TRANS-D2-ENOYL-COA-C16-H32/WATER.88. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
ENTDB-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ENTF-RXN,-4.0,-4.0,4.342727686266486e-05,1.5759967730939113,False,Old Reactions
ENTG-RXN,-4.0,-4.0,4.342727686266486e-05,1.1102562865760353,False,Old Reactions
ENTMULTI-RXN,1.1427053723964966,1.1427053723964966,1.1102562865760353,4.342727686266486e-05,False,Old Reactions
ENVZ-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
ERYTH4PDEHYDROG-RXN,-4.0,-4.0,-4.0,-4.0,3.266466918953748,Old Reactions
ERYTHRON4PDEHYDROG-RXN,-4.0,-4.0,-4.0,-4.0,2.3222195015407663,Old Reactions
ETHAMLY-RXN,3.329521966111651,3.3295102728400687,3.3295102728625547,3.329510272840069,False,Old Reactions
EVGA-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
F16ALDOLASE-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
F16ALDOLASE-RXN__FRUCBISALD-CLASSI,-4.0,-4.0,4.3427276861122084e-05,1.2552749178437257,1.2552749178437257,Old Reactions
F16ALDOLASE-RXN__FRUCBISALD-CLASSII,5.5021118930062745,5.502111561981706,5.5021115616805325,5.049829433909064,4.778758838169346,Old Reactions
F16BDEPHOS-RXN[CCO-CYTOSOL]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.59.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
F16BDEPHOS-RXN[CCO-CYTOSOL]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.59.__CPLX0-303,-4.0,-4.0,-4.0,-4.0,2.4756713335733957,Old Reactions
F16BDEPHOS-RXN[CCO-CYTOSOL]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.59.__CPLX0-7776,-4.0,-4.0,-4.0,-4.0,0.6989786901387991,Old Reactions
F16BDEPHOS-RXN[CCO-CYTOSOL]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.59.__EG11239-MONOMER,-4.0,-4.0,-4.000000000987471,-4.0,3.2242740402068155,Old Reactions
F16BDEPHOS-RXN[CCO-CYTOSOL]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.59.__F16B-CPLX,-4.0,-4.0,-4.000000003949885,-4.0,3.79899574134292,Old Reactions
F16BDEPHOS-RXN[CCO-PERI-BAC]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.60.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
FAD-OX-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
FAD-RED-RXN-Ox-FAD-Flavoproteins/NADH/PROTON//Red-FADH2-Flavoproteins/NAD.62.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
FAD-RED-RXN-Ox-FAD-Flavoproteins/NADPH/PROTON//Red-FADH2-Flavoproteins/NADP.64.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
FADSYN-RXN,1.3728218222958852,1.3728218222958852,1.3728218222958852,1.3728218222958852,False,Old Reactions
FCLEPIM-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
FCLREDUCT-RXN (reverse),-4.0,-4.0,-4.0,-4.0,False,New Reactions
FERREDOXIN--NAD+-REDUCTASE-RXN (reverse),0.4475611176714264,0.4475611176714264,0.4475611176714265,0.4475611176714264,False,Old Reactions
FGAMSYN-RXN,4.445268002407123,4.445267807680017,4.445267804641909,4.445267807683348,1.4913630947819547,Old Reactions
FHLMULTI-RXN,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
FLAVONADPREDUCT-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
FMN-OX-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
FMN-RED-RXN-Ox-FMN-Flavoproteins/NADH/PROTON//Red-FMNH2-Flavoproteins/NAD.62.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
FMN-RED-RXN-Ox-FMN-Flavoproteins/NADPH/PROTON//Red-FMNH2-Flavoproteins/NADP.64.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
FORMATEDEHYDROG-RXN-FORMATE/CPD-9728/PROTON//CARBON-DIOXIDE/REDUCED-MENAQUINONE/PROTON.67.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
FORMATEDEHYDROG-RXN-FORMATE/CPD-9728/PROTON//CARBON-DIOXIDE/REDUCED-MENAQUINONE/PROTON.67.__FORMATEDEHYDROGN-CPLX,-4.0,-4.0,-4.0,-4.0,-4.0,Old Reactions
FORMYLTHFDEFORMYL-RXN-10-FORMYL-THF/WATER//THF/FORMATE/PROTON.40.,-4.0,-3.999999984200459,-4.0,-4.0,False,Old Reactions
FPPSYN-RXN,1.6542497205917335,1.6541293543264546,1.6541293536716788,1.6541293543264546,False,Old Reactions
FRUCTOKINASE-RXN,-4.0,-4.0,-4.000000000987471,-4.0,3.1961762126844335,Old Reactions
FUC4NACTRANS-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
FUCISOM-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
FUCISOM-RXN (reverse),-4.0,-4.0,4.342727686420762e-05,9.000000000000043,False,Old Reactions
FUCPALDOL-RXN,-4.0,-4.0,-4.000000000015429,-4.0,1.462399495463553,Old Reactions
FUCULOKIN-RXN,-4.0,-4.0,-4.000000000015429,-4.0,False,Old Reactions
FUMHYDR-RXN,-4.0,-4.0,4.342727686266486e-05,8.999878428839246,False,Old Reactions
FUMHYDR-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
FUMHYDR-RXN__FUMARASE-A,-4.0,-4.0,4.342730213940312e-05,5.602108846817674,5.602108846817674,Old Reactions
FUMHYDR-RXN__FUMARASE-A (reverse),-4.0,-4.0,4.342727686266486e-05,5.463600376084555,5.463600376084555,Old Reactions
FUMHYDR-RXN__FUMARASE-C,-4.0,-4.0,4.3427275282868714e-05,4.360100910652285,4.360100910652285,Old Reactions
FUMHYDR-RXN__FUMARASE-C (reverse),-4.0,-4.0,4.342727686266486e-05,4.891687957836858,4.891687957836858,Old Reactions
GABATRANSAM-RXN,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
GABATRANSAM-RXN (reverse),-4.0,-4.0,0.3010517098452264,2.737192722245844,False,Old Reactions
GABATRANSAM-RXN__G6646-MONOMER,-4.0,-4.0,4.342727686266486e-05,2.736396581963696,2.736396581963696,Old Reactions
GALACTARDEHYDRA-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GALACTOACETYLTRAN-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GALACTOKIN-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GALACTONDEHYDRAT-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GALACTONOLACTONASE-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GALACTURIDYLYLTRANS-RXN,-4.0,-4.0,4.342727370307257e-05,4.809478908818225,4.809478908818225,Old Reactions
GALACTURIDYLYLTRANS-RXN (reverse),-4.0,-4.0,4.342727370307257e-05,4.809478908818225,4.160198329119781,Old Reactions
GALACTUROISOM-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
GALACTUROISOM-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
GALPMUT-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
GALPMUT-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
GAMMA-GLUTAMYLTRANSFERASE-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GAPOXNPHOSPHN-RXN,5.781148235760177,5.7811479222843,5.781148640850794,9.000000000000043,False,Old Reactions
GAPOXNPHOSPHN-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,8.999737539799094,False,Old Reactions
GART-RXN-10-FORMYL-THF/5-PHOSPHO-RIBOSYL-GLYCINEAMIDE//THF/5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE/PROTON.90.,4.445268002407123,4.445267807680017,4.445283382534953,4.9519540322551805,4.9519540322551805,Old Reactions
GART-RXN-10-FORMYL-THF/5-PHOSPHO-RIBOSYL-GLYCINEAMIDE//THF/5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE/PROTON.90. (reverse),-4.0,-4.0,4.342727686266486e-05,4.789923236810418,False,Old Reactions
GARTRANSFORMYL2-RXN,-4.0,-4.0,-4.000000031599083,-4.0,4.694815715801978,Old Reactions
GCVMULTI-RXN-GLY/CPD-1301/NAD//CPD-12996/AMMONIUM/CARBON-DIOXIDE/NADH.57.,3.6719333585412883,3.4906353295472785,3.6855175938539593,4.342727686266486e-05,False,Old Reactions
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.,2.176952045689513,3.2439498945947545,4.342727686266486e-05,3.6855176027388166,False,Old Reactions
GCVP-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
GCVP-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
GCVT-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
GCVT-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
GDP-GLUCOSIDASE-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GDP-GLUCOSIDASE-RXN-GDP-D-GLUCOSE/WATER//GDP/ALPHA-GLUCOSE/PROTON.46.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GDP-GLUCOSIDASE-RXN-GDP-D-GLUCOSE/WATER//GDP/GLC/PROTON.36.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GDPKIN-RXN,4.519042997466591,4.51978334051916,4.521305979383075,9.000000000000043,False,Old Reactions
GDPMANDEHYDRA-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GDPMANMANHYDRO-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GDPMANMANHYDRO-RXN-GDP-MANNOSE/WATER//CPD-12601/GDP/PROTON.40.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GDPMANMANHYDRO-RXN-GDP-MANNOSE/WATER//CPD-13559/GDP/PROTON.40.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GDPMANMANHYDRO-RXN-GDP-MANNOSE/WATER//CPD-15373/GDP/PROTON.40.,-4.0,-4.0,-3.9999999960501147,-4.0,False,New Reactions
GDPPYPHOSKIN-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GDPREDUCT-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
GDPREDUCT-RXN-DGDP/Ox-thioredoxins-1/WATER//GDP/Red-thioredoxins-1.53. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
GDPREDUCT-RXN-DGDP/Oxidized-CcmG-Proteins/WATER//GDP/Reduced-CcmG-Proteins.61. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
GDPREDUCT-RXN-DGDP/Oxidized-CcmH-Proteins/WATER//GDP/Reduced-CcmH-Proteins.61. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
GKI-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GKI-RXN__GKI-MONOMER,-4.0,-4.0,-4.0,-4.0,2.230449176845541,Old Reactions
GLCNACPTRANS-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GLU6PDEHYDROG-RXN,1.5567558605128216,1.9691503269077075,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
GLU6PDEHYDROG-RXN-ALPHA-GLC-6-P/NADP//D-6-P-GLUCONO-DELTA-LACTONE/NADPH/PROTON.61.,1.9912154397790285,1.9718603544334232,2.450661030742115,4.342727686266486e-05,False,Old Reactions
GLU6PDEHYDROG-RXN-GLC-6-P/NADP//D-6-P-GLUCONO-DELTA-LACTONE/NADPH/PROTON.55.,2.173863705533321,1.9840712620459298,4.342727686266486e-05,2.4506610306486603,False,Old Reactions
GLUC1PADENYLTRANS-RXN,3.9545169981259587,3.954517721492156,3.9545177214882368,3.954517721492156,4.320478635233992,Old Reactions
GLUC1PURIDYLTRANS-RXN,2.6213399944798135,2.621332204981727,2.6213322049618717,2.621332204981727,False,New Reactions
GLUCARDEHYDRA-RXN,-4.0,-4.0,-4.0,-4.0,2.669316973562779,New Reactions
GLUCOKIN-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOKIN-RXN-ALPHA-GLUCOSE/ATP//ALPHA-GLC-6-P/ADP/PROTON.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOKIN-RXN-ALPHA-GLUCOSE/ATP//D-glucopyranose-6-phosphate/ADP/PROTON.58.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOKIN-RXN-ALPHA-GLUCOSE/ATP//GLC-6-P/ADP/PROTON.38.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOKIN-RXN-GLC/ATP//ALPHA-GLC-6-P/ADP/PROTON.34.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
GLUCOKIN-RXN-GLC/ATP//D-glucopyranose-6-phosphate/ADP/PROTON.48.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
GLUCOKIN-RXN-GLC/ATP//GLC-6-P/ADP/PROTON.28.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOKIN-RXN-Glucopyranose/ATP//ALPHA-GLC-6-P/ADP/PROTON.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOKIN-RXN-Glucopyranose/ATP//GLC-6-P/ADP/PROTON.38.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCONATE-5-DEHYDROGENASE-RXN-GLUCONATE/NADP//5-DEHYDROGLUCONATE/NADPH/PROTON.48. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
GLUCONOKIN-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCONOLACT-RXN,0.7835534310918725,0.7835534310918725,0.7054446009646616,0.7054446040276781,False,Old Reactions
GLUCOSAMINE-6-P-DEAMIN-RXN,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,New Reactions
GLUCOSAMINE-6-P-DEAMIN-RXN (reverse),-4.0,2.5870301666888116,4.34272771984101e-05,2.8375995479522502,False,New Reactions
GLUCOSAMINE-6-P-DEAMIN-RXN-CPD-13469/WATER//AMMONIUM/FRUCTOSE-6P.38.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,New Reactions
GLUCOSAMINE-6-P-DEAMIN-RXN-CPD-13469/WATER//AMMONIUM/FRUCTOSE-6P.38. (reverse),2.9262897517761552,2.6603591867287393,2.9267848002111414,2.198224226047689,False,New Reactions
GLUCOSAMINE-KINASE-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOSAMINE-KINASE-RXN-CPD-12538/ATP//CPD-13469/ADP/PROTON.36.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOSAMINE-KINASE-RXN-CPD-12538/ATP//D-GLUCOSAMINE-6-P/ADP/PROTON.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOSAMINE-KINASE-RXN-CPD-12539/ATP//CPD-13469/ADP/PROTON.36.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOSAMINE-KINASE-RXN-CPD-12539/ATP//D-GLUCOSAMINE-6-P/ADP/PROTON.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOSAMINE-KINASE-RXN-GLUCOSAMINE/ATP//CPD-13469/ADP/PROTON.38.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-CYTOSOL]-GLC-1-P/WATER//ALPHA-GLUCOSE/Pi.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-CYTOSOL]-GLC-1-P/WATER//ALPHA-GLUCOSE/Pi.45.__EG11850-MONOMER,-4.0,-4.0,-4.0,-4.0,2.582063476601349,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-CYTOSOL]-GLC-1-P/WATER//GLC/Pi.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-CYTOSOL]-GLC-1-P/WATER//GLC/Pi.35.__EG11850-MONOMER,-4.0,-4.0,-4.0,-4.0,2.582063476601349,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-CYTOSOL]-GLC-1-P/WATER//Glucopyranose/Pi.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-CYTOSOL]-GLC-1-P/WATER//Glucopyranose/Pi.45.__EG11850-MONOMER,-4.0,-4.0,-4.000000000246867,-4.0,2.582063476601349,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-PERI-BAC]-GLC-1-P/WATER//ALPHA-GLUCOSE/Pi.46.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-PERI-BAC]-GLC-1-P/WATER//ALPHA-GLUCOSE/Pi.46.__GLUCOSE-1-PHOSPHAT-CPLX,-4.0,-4.0,-4.0,-4.0,3.5322446563774474,New Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-PERI-BAC]-GLC-1-P/WATER//GLC/Pi.36.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-PERI-BAC]-GLC-1-P/WATER//GLC/Pi.36.__GLUCOSE-1-PHOSPHAT-CPLX,-4.0,-4.0,-4.0,-4.0,3.5322446563774474,New Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-PERI-BAC]-GLC-1-P/WATER//Glucopyranose/Pi.46.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
