# Generated by /Users/albertzhang/devViv/vivarium-ecoli/reconstruction/ecoli/scripts/tf_binding_sites/convert_to_flat.py on Wed Aug 14 12:56:11 2024
"binding_site_id"	"coordinates"	"binding_TFs"	"regulated_TUs_or_genes"
"BS0-8342"	1361052	["EG12431-MONOMER"]	["TU0-13209", "TU0-13210"]
"BS0-8801"	4073674	["EG11849-MONOMER"]	["TU0-14069", "TU0-42690"]
"BS0-8911"	3354203	["G7072-MONOMER"]	["TU0-13891"]
"BS0-8304"	1655206	["G6814-MONOMER"]	["TU0-13333"]
"BS0-6943"	1737640	["CPLX0-7639"]	["TU00059"]
"BS0-1164"	4166284	["PD00288"]	["TU0-1182", "TU0-45275"]
"BS00598"		["PD00288"]	["TU00393"]
"BS0-7849"	638855	["PD00214"]	["TU0-12995", "TU00074"]
"BS0-8214"		["G6165-MONOMER"]	["TU0-14785"]
"BS0-8359"	1063934	["CPLX0-7705"]	["TU0-42533", "TU0-45195", "TU0-42532"]
"BS0-7001"	1103392	["CPLX0-7748"]	["TU00392", "TU0-45257"]
"BS0-7419"	2323380	["PC00027"]	["TU00114"]
"BS0-7714"	636990	["CPLX0-7797"]	["TU0-12993"]
"BS0-7274"	1170470	["CPLX0-7748"]	["TU0-13138"]
"BS0-7774"	1500563	["CPLX0-7756"]	["TU00364"]
"BS00270"	1016536	["PD01520"]	["TU00092"]
"BS0-7220"	4058162	["CPLX0-7705"]	["TU0-5903", "TU00029"]
"BS0-7152"	3219170	["CPLX0-7797"]	["TU0-1546"]
"BS0-4081"	4419882	["G7854-MONOMER"]	["TU0-5162"]
"BS341"	2312766	["PD00353"]	["TU00476", "TU00477"]
"BS0-8336"	3883955	["MONOMER0-160"]	["TU593"]
"BS0-8853"	1996903	["G7072-MONOMER"]	["TU0-13452"]
"BS00418"	963747	["PC00027"]	["TU0-45280", "TU00175"]
"BS0-7949"	1333745	["PHOSPHO-PHOP"]	["TU00077"]
"BS0-7952"	3573691	["PHOSPHO-PHOP"]	["TU0-14302"]
"BS0-8815"	2413294	["G7072-MONOMER"]	["TU0-13583", "TU00385"]
"BS0-8086"	214206	["CPLX0-226"]	["TU0-12835", "TU0-12834"]
"BS0-7622"	4349154	["CPLX0-7721"]	["TU0-4562"]
"BS00028"	406291	["MONOMER0-162"]	["TU00011"]
"BS581"	3742624	["PC00027"]	["TU592"]
"BS0-4663"	4246516	["MONOMER0-158"]	["TU00038", "TU00123"]
"BS0-7928"	4100726	["CPLX0-7639"]	["TU00064"]
"BS00158"	987200	["PC00027"]	["TU00050", "TU0-45229"]
"BS0-7023"	2620960	["CPLX0-7797"]	["TU00058"]
"BS0-31"	1977339	["CPLX0-7748"]	["TU00303"]
"BS0-8978"	1509162	["CPLX0-226"]	["TU0-13266"]
"BS0-10666"	3754516	["EG12289-MONOMER"]	["TU0-13986"]
"BS0-7307"	2460528	["PHOSPHO-ARCA"]	["TU0-5321"]
"BS722"	3532540	["PC00061"]	["TU00141"]
"BS0-8993"		["CPLX0-7639"]	["TU0-42484"]
"BS00654"	2868062	["CPLX0-226"]	["TU00442"]
"BS00345"		["PD03695"]	["TU00139"]
"BS0-7818"	3105590	["CPLX0-7740"]	["TU00129"]
"BS0-8813"	3875302	["CPLX0-226"]	["TU0-14018"]
"BS0-10880"	1579235	["CPLX0-7639"]	["TU0-13290"]
"BS0-10824"	290518	["CPLX0-7639"]	["TU0-198702"]
"BS466"	4199956	["CPLX0-7705"]	["TU486"]
"BS0-7845"	1764650	["PD00214"]	["TU0-2621"]
"BS0-8908"	3226590	["G7072-MONOMER"]	["TU0-13851"]
"BS00052"	4617238	["CPLX0-226"]	["TU00018"]
"BS0-8496"		["PHOSPHO-NARL"]	["TU0-7741"]
"BS00172"	401676	["PHOSPHO-PHOB"]	["TU00052"]
"BS0-5082"	3558169	["PC00027"]	["TU61"]
"BS0-7378"	3790262	["PHOSPHO-PHOB"]	["TU0-13999"]
"BS0-8893"	2249641	["G7072-MONOMER"]	["TU0-13542", "TU0-13541"]
"BS0-1147"	3927038	["G7072-MONOMER"]	["TU0-14263", "TU00113", "TU0-14262"]
"BS0-8913"	3499142	["G7072-MONOMER"]	["TU0-13923"]
"BS52"	1399656	["PC00027"]	["TU00022"]
"BS0-9002"	3384458	["MONOMER0-4276"]	["TU00108"]
"BS0-7044"		["PHOSPHO-ARCA"]	["TU68"]
"BS0-8934"	2381084	["PD00214"]	["TU0-13571"]
"BS00408"	2942653	["PD00339"]	["TU00171", "TU0-6184"]
"BS0-1582"	2349540	["PD00365"]	["TU0-1841"]
"BS00793"	4606505	["CPLX0-7705"]	["TU00521"]
"BS0-8967"	1027847	["EG12386-MONOMER"]	["G6498", "TU0-8680"]
"BS0-7938"	1583996	["PHOSPHO-PHOP"]	["TU0-14545"]
"BS0-5445"	3278806	["CPLX0-226"]	["TU0-6581"]
"BS0-7125"	3490240	["CPLX0-228"]	["TU00111"]
"BS0-7642"	1792140	["PD02198"]	["TU0-13377"]
"BS0-8870"	676584	["G7072-MONOMER"]	["G6352", "TU0-8561"]
"BS0-1081"	4360245	["PD00436"]	["TU00467"]
"BS0-8490"	2312894	["G7947-MONOMER"]	["TU00049"]
"BS0-8203"	3050918	["CPLX0-226"]	["TU00170"]
"BS0-7463"	1230376	["CPLX0-8563"]	["TU581"]
"BS0-7629"	3927086	["CPLX0-7733"]	["TU0-14263", "TU00113", "TU00112", "TU0-14262"]
"BS0-5451"	3281614	["G7630-MONOMER"]	["TU0-6583"]
"BS0-4430"	2804924	["PD00288"]	["TU702"]
"BS0-4422"	2804761	["PD00288"]	["TU702"]
"BS472"	461472	["CPLX0-7705"]	["TU489", "TU488"]
"BS0-2564"	2731519	["CPLX0-7705"]	["TU0-45198", "TU0-1187"]
"BS0-7383"	49734	["PC00027"]	["TU0-6401"]
"BS0-7737"	2520810	["CPLX0-7705"]	["TU0-6409", "TU00495"]
"BS00108"	4257099	["PC00010"]	["TU00037"]
"BS0-10658"	1453805	["G7518-MONOMER"]	["G6708", "TU5"]
"BS0-7869"	2765864	["G7326-MONOMER"]	["TU0-14327"]
"BS0-4429"	2804910	["PD00288"]	["TU702"]
"BS0-7210"	1592472	["CPLX0-7425"]	["TU00284"]
"BS0-7520"	940881	["CPLX0-7705"]	["TU00019"]
"BS0-10833"	942915	["CPLX0-7639"]	["TU0-198703"]
"BS00648"	1901892	["CPLX0-226"]	["TU00196"]
"BS-7092"	2177274	["CPLX0-226"]	["TU00169"]
"BS00036"	29632	["CPLX0-228"]	["TU00109"]
"BS0-6976"	954645	["PHOSPHO-NARL"]	["TU00377", "TU00379"]
"BS0-8370"	1511548	["G7072-MONOMER"]	["TU0-42535"]
"BS0-7296"		["PD00288"]	["TU0-14373"]
"BS0-7009"	2461014	["PHOSPHO-PHOP"]	["TU00080"]
"BS00087"	3561970	["PD03576"]	["TU00031"]
"BS-7089"	451844	["CPLX0-226"]	["TU00101"]
"BS0-7695"	1361133	["PHOSPHO-ARCA"]	["TU0-13209", "TU0-13210"]
"BS0-8437"	1619052	["EG12116-MONOMER"]	["TU00190"]
"BS00687"	1978487	["PC00027"]	["TU00136"]
"BS0-7206"	2839356	["EG10087-MONOMER"]	["TU00241"]
"BS0-8269"	3667730	["PHOSPHO-TORR"]	["TU0-45268", "TU586"]
"BS0-7319"	3486021	["CPLX0-7705"]	["TU00119"]
"BS0-2183"	1453676	["CPLX0-7731"]	["TU4"]
"BS0-10767"		["MONOMER0-46"]	["TU0-1187"]
"BS0-8605"		["G7619-MONOMER"]	["TU0-13936"]
"BS0-2427"	2313205	["MONOMER0-155"]	["TU0-2644", "TU0-45164"]
"BS0-8265"	2427932	["CPLX0-8566"]	["TU0-3581"]
"BS145"	4551460	["CPLX0-226"]	["TU0-4961", "TU101"]
"BS0-6939"	913945	["PHOSPHO-NARL"]	["TU0-7021", "TU0-42650"]
"BS00672"		["PD00288"]	["TU0-6486"]
"BS0-8841"	2044056	["G7072-MONOMER"]	["EG30020", "TU0-13471"]
"BS0-8774"	922744	["PHOSPHO-PHOP"]	["TU0-14357"]
"BS0-1146"	1842352	["G7072-MONOMER"]	["G6955", "TU0-1201"]
"BS0-8278"	3348368	["PHOSPHO-BASR"]	["TU0-7781"]
"BS771"	131446	["CPLX0-7705"]	["TU796"]
"BS0-7593"	366332	["CPLX0-226"]	["TU00036", "TU0-4702", "TU0-4701"]
"BS783"	931122	["CPLX0-7797"]	["TU00254"]
"BS0-8087"	1168996	["CPLX0-226"]	["TU0-8685", "TU0-8684"]
"BS0-6805"	4013000	["CPLX0-7796"]	["TU0-8223", "TU0-8224", "TU0-8221"]
"BS0-3142"	866531	["PHOSPHO-ARCA"]	["TU00302"]
"BS526"	1298455	["CPLX0-7705"]	["TU00198", "TU0-45181"]
"BS0-7847"	4551464	["PD00214"]	["TU0-4961", "TU101"]
"BS0-8110"	1103298	["PC00061"]	["TU00392", "TU0-45257"]
"BS0-8416"	1130164	["PD01379"]	["TU0-1544"]
"BS0-1143"	1842332	["G7072-MONOMER"]	["TU0-1201"]
"BS0-1122"	963672	["PC00027"]	["TU0-45280", "TU00175"]
"BS-7096"	4201682	["CPLX0-226"]	["TU783"]
"BS0-8360"	396394	["CPLX0-7748"]	["TU0-3426"]
"BS0-8417"	1130148	["PD01379"]	["TU0-1544"]
"BS0-2942"	4128590	["CPLX0-7796"]	["TU0-3741"]
"BS164"	385112	["CPLX0-2781"]	["TU302"]
"BS0-5468"	366397	["PD00288"]	["TU00036"]
"BS00571"	954499	["PHOSPHO-ARCA"]	["TU00377", "TU00378"]
"BS0-10428"	3883908	["CPLX0-7705"]	["TU593"]
"BS0-6601"		["PD00288"]	["TU0-45279", "TU0-4903"]
"BS154"	3536760	["CPLX0-226"]	["TU163", "TU161", "TU162", "TU00177"]
"BS0-4441"	2685802	["CPLX0-7797"]	["TU681"]
"BS-7054"	1988146	["CPLX0-3930"]	["TU-8399"]
"BS0-7341"	77314	["EG12094-MONOMER"]	["TU0-12805", "TU0-12806", "TU0-45190"]
"BS0-7998"		["PD00288"]	["TU0-8586"]
"BS0-4481"		["PHOSPHO-EVGA"]	["TU0-5682"]
"BS00675"	4118178	["PD03576"]	["TU00173"]
"BS0-7885"	890852	["PD00365"]	["TU0-2101"]
"BS0-4881"	2934038	["CPLX0-226"]	["TU00128"]
"BS0-2101"	2552260	["PC00027"]	["TU0-2741"]
"BS0-4207"	3493872	["PC00027"]	["TU00046"]
"BS00414"		["PD00345"]	["TU00133"]
"BS64"	3771926	["CPLX0-226"]	["TU00193"]
"BS0-7481"	4518292	["CPLX0-7639"]	["TU00460"]
"BS0-8046"	3301314	["PD01379"]	["TU0-14656"]
"BS0-1842"	368424	["CPLX0-226"]	["TU0-2402"]
"BS0-7931"	3231642	["PHOSPHO-ARCA"]	["TU0-13853"]
"BS0-7113"	180782	["CPLX0-7748"]	["TU584"]
"BS0-8357"	1257852	["PD00214"]	["TU0-1782"]
"BS00775"	564638	["CPLX0-7705"]	["TU00491"]
"BS0-7215"	1447420	["CPLX0-226"]	["TU0-8795", "TU0-42548"]
"BS00056"	4616391	["PD01196"]	["TU00018"]
"BS325"	1547272	["PHOSPHO-NARL"]	["TU00157"]
"BS0-7995"		["PD00288"]	["TU0-5682"]
"BS0-7688"	1645916	["CPLX0-7791"]	["TU0-14381"]
"BS0-5901"	1933105	["G7003-MONOMER"]	["TU25"]
"BS661"		["PD00288"]	["TU701", "TU0-45207"]
"BS0-8177"	652003	["PHOSPHO-NARL"]	["TU0-13000", "TU0-14750"]
"BS0-8458"	2038878	["MONOMER0-4341"]	["TU0-13468"]
"BS624"	4348809	["PHOSPHO-NARL"]	["TU00468"]
"BS0-6983"	4382399	["PHOSPHO-NARL"]	["TU00023", "TU0-45225"]
"BS0-7843"	1622553	["PHOSPHO-PHOP"]	["TU0-13307"]
"BS0-7840"	1409086	["CPLX0-7797"]	["TU0-14795"]
"BS0-0"	2832370	["PHOSPHO-NARL"]	["TU0-4441"]
"BS0-6241"		["PC00061"]	["TU796"]
"BS0-4423"	2804780	["PD00288"]	["TU702"]
"BS00613"	2477734	["CPLX0-226"]	["TU00148"]
"BS767"	131380	["PHOSPHO-ARCA"]	["TU796"]
"BS0-2556"	4207791	["CPLX0-7705"]	["TU0-1186", "TU0-45277"]
"BS00357"		["PD01196"]	["TU00129"]
"BS0-7272"	480844	["CPLX0-7748"]	["TU0-12943"]
"BS00133"	4132550	["CPLX0-7796"]	["TU00218"]
"BS00246"	260246	["PHOSPHO-PHOB"]	["TU00086"]
"BS0-1941"	3146420	["PHOSPHO-ARCA"]	["TU00289"]
"BS0-10900"	3154558	["CPLX0-7639"]	["TU0-13823"]
"BS0-1923"	1031974	["PHOSPHO-NARP"]	["TU00288", "TU0-45171"]
"BS00678"	4118240	["PD03576"]	["TU00173"]
"BS00181"	2621126	["CPLX-123"]	["TU00058"]
"BS0-6784"	1946088	["PC00010"]	["TU00353"]
"BS0-4427"	2804854	["PD00288"]	["TU702"]
"BS0-5474"	792128	["PD00288"]	["TU0-42583", "TU00025", "TU0-45177", "TU0-42578", "TU0-42581", "TU0-45176", "TU0-45178", "TU0-45179"]
"BS0-3927"		["CPLX0-226"]	["TU0-5041"]
"BS0-7929"	1122732	["CPLX0-7639"]	["TU00060"]
"BS00067"	2241752	["CPLX0-226"]	["TU00024"]
"BS0-8905"	3133896	["G7072-MONOMER"]	["G7551", "TU0-8752"]
"BS193"	4542866	["PD00353"]	["TU182"]
"BS0-3662"	4462872	["CPLX0-7797"]	["TU0-4783"]
"BS00349"	358704	["PD00291"]	["TU00143"]
"BS0-8848"	4024393	["G7072-MONOMER"]	["TU0-8499"]
"BS0-8005"	368576	["CPLX0-226"]	["TU0-36427"]
"BS0-2552"	3429138	["CPLX0-7705"]	["TU0-45227", "TU0-1191"]
"BS0-4345"	3318436	["CPLX0-228"]	["TU0-8476", "TU0-5501", "TU341"]
"BS0-8657"	189607	["PD00365"]	["TU0-12827"]
"BS0-8314"	1671258	["CPLX0-8597"]	["TU0-45276", "TU0-1701"]
"BS0-7740"	4605777	["PD00214"]	["TU0-7701"]
"BS58"	1195005	["PHOSPHO-ARCA"]	["TU00107"]
"BS0-7286"	997740	["PC00027"]	["TU0-6629"]
"BS00569"	954607	["PHOSPHO-ARCA"]	["TU00377"]
"BS0-8223"	84132	["PD00519"]	["TU0-42477", "TU0-12807"]
"BS0-8249"	771234	["PC00061"]	["TU0-3163"]
"BS0-8017"	3667638	["EG12243-MONOMER"]	["TU0-45268", "TU586"]
"BS0-6741"	3278696	["G7630-MONOMER"]	["TU0-6582"]
"BS0-7124"	2868095	["PHOSPHO-ARCA"]	["TU00442"]
"BS0-13"	2153850	["CPLX0-7748"]	["TU0-7881"]
"BS0-7338"	3669302	["CPLX0-7797"]	["TU0-13965"]
"BS0-8901"	2971251	["G7072-MONOMER"]	["TU0-13749"]
"BS0-4364"	2832455	["PC00027"]	["TU0-4441"]
"BS0-8121"	1905276	["CPLX0-7672"]	["TU0-13420"]
"BS0-7964"	1619020	["PC00061"]	["TU00190"]
"BS0-7627"	2634079	["CPLX0-7705"]	["TU00205"]
"BS0-7292"	1092586	["MONOMER0-46"]	["TU0-8471"]
"BS0-7900"	3274845	["CPLX0-7639"]	["TU482"]
"BS0-7578"	4603196	["PD00288"]	["TU0-14571", "TU0-14213"]
"BS0-7181"	4274084	["PHOSPHO-ARCA"]	["TU00065", "TU0-6564", "TU00069", "TU0-6563"]
"BS0-7677"	2308684	["MONOMER0-155"]	["TU0-13560"]
"BS0-8573"	4050844	["CPLX0-226"]	["TU0-4822"]
"BS0-7643"	1447308	["CPLX0-7756"]	["TU0-8795"]
"BS00452"	1686756	["PD00365"]	["TU00105"]
"BS0-17"	2137666	["PC00084"]	["TU00207"]
"BS0-2547"	3941395	["CPLX0-7705"]	["TU0-45209", "TU0-1183"]
"BS0-5282"	3204467	["CPLX0-7748"]	["TU0-3425"]
"BS0-8398"	1447342	["G7072-MONOMER"]	["TU0-42548"]
"BS0-8751"	3653866	["EG12243-MONOMER"]	["TU00096"]
"BS0-7290"	1889814	["PHOSPHO-ARCA"]	["TU0-4187"]
"BS00501"	2250768	["PD04418"]	["TU00189"]
"BS0-7894"	42188	["CPLX0-8062"]	["TU142", "TU00247"]
"BS0-8148"	2578396	["PHOSPHO-CREB"]	["TU0-14644"]
"BS0-8707"	4439475	["PHOSPHO-PHOB"]	["TU0-8146"]
"BS00299"	3490220	["CPLX0-228"]	["TU00111"]
"BS0-5724"	2352417	["PC00027"]	["TU00216"]
"BS0-1841"	368461	["MONOMER0-1441"]	["TU0-2402"]
"BS0-3302"	703715	["PD00266"]	["TU00043", "TU0-4421"]
"BS0-1281"	1978507	["EG12123-MONOMER"]	["TU00136"]
"BS0-8856"	2099745	["G7072-MONOMER"]	["TU0-13495"]
"BS802"		["EG11966-MONOMER"]	["TU00235"]
"BS0-8849"	850413	["G7072-MONOMER"]	["TU0-13058"]
"BS0-7951"	4414199	["CPLX0-7691"]	["TU00095", "TU0-45191"]
"BS0-7825"	1988593	["CPLX0-7639"]	["TU0-13449"]
"BS00007"	70139	["PC00003", "CPLX-172"]	["TU00214", "TU00003"]
"BS0-7188"		["CPLX0-7797"]	["TU0-1547"]
"BS-7079"	4404621	["PD00365"]	["TU00094"]
"BS0-7542"	3373672	["CPLX0-7705"]	["TU0-1601", "TU0-42543"]
"BS0-1523"	2533513	["PD01896"]	["TU00479", "TU0-45232"]
"BS0-7830"	1988550	["PD00288"]	["TU0-13449"]
"BS63"	3771968	["CPLX0-226"]	["TU00193"]
"BS0-7569"	2976576	["MONOMER-53"]	["TU0-881"]
"BS0-903"	3305966	["MONOMER0-162"]	["TU00093"]
"BS0-7559"	3068870	["CPLX0-7671"]	["TU0-13799"]
"BS00583"	2461324	["PHOSPHO-OMPR"]	["TU00080"]
"BS475"	461187	["CPLX0-7705"]	["TU489", "TU488"]
"BS00041"	2246958	["CPLX0-7639"]	["TU00015", "TU00014"]
"BS0-8838"	3821382	["G7072-MONOMER"]	["EG10965", "TU0-8847"]
"BS0-7787"	1475104	["CPLX0-7756"]	["TU0-13249"]
"BS0-8015"	3664814	["EG12243-MONOMER"]	["TU0-5761", "TU0-14719"]
"BS0-9010"	2306822	["PHOSPHO-ARCA"]	["TU0-13559"]
"BS-7107"	3493946	["CPLX0-226"]	["TU00046"]
"BS0-7244"	1822258	["CPLX0-7705"]	["TU0-45283", "TU00398"]
"BS0-7783"	3492455	["CPLX0-7756"]	["TU0-13922"]
"BS0-4241"	2716605	["PHOSPHO-ARCA"]	["TU0-1143"]
"BS0-7591"	161580	["CPLX0-226"]	["TU00358"]
"BS0-6978"	954763	["PHOSPHO-NARL"]	["TU00377", "TU00379"]
"BS0-7707"	4486182	["CPLX0-3061"]	["TU0-14175"]
"BS0-8439"		["PROTEIN-NRIP"]	["TU0-42590"]
"BS0-3783"	3354225	["EG11544-MONOMER"]	["TU00182", "TU0-45182"]
"BS0-8298"	1100255	["CPLX0-226"]	["TU0-13121"]
"BS0-1583"	2349540	["PD00406"]	["TU0-1841"]
"BS0-1704"	141336	["PC00027"]	["TU0-2041", "TU0-2042"]
"BS0-8012"	3653854	["EG12243-MONOMER"]	["TU00096"]
"BS0-7944"	4362164	["EG12008-MONOMER"]	["TU00118"]
"BS0-7778"	2477733	["CPLX0-7756"]	["TU00149"]
"BS0-8014"	3657770	["EG12243-MONOMER"]	["TU0-14736", "TU0-5682"]
"BS0-7832"	1988599	["PD00288"]	["TU0-13449"]
"BS781"	931157	["PHOSPHO-NARL"]	["TU00254"]
"BS0-2482"	3219202	["PC00027"]	["TU0-3341", "TU0-45258"]
"BS0-10568"		["CPLX0-3930"]	["TU0-42664"]
"BS404"		["MONOMER0-183"]	["TU424"]
"BS0-8581"	3234476	["CPLX0-8230"]	["TU0-13854"]
"BS00428"	3267196	["PC00027"]	["TU00125"]
"BS0-8306"	1020900	["CPLX0-8597"]	["TU00066"]
"BS0-8756"	1942606	["PD00214"]	["TU0-4642", "TU0-4604"]
"BS0-6959"	841806	["CPLX0-226"]	["TU0-2521"]
"BS0-7173"	4360366	["PD00288"]	["TU00467"]
"BS0-8091"	2585576	["CPLX0-226"]	["TU0-13641"]
"BS0-8675"	1488029	["PD00365"]	["TU102"]
"BS0-8771"	3841766	["PD00406"]	["TU0-14010"]
"BS51"	1547274	["CPLX0-7797"]	["TU00157"]
"BS00467"	990394	["CPLX0-7975"]	["TU00195"]
"BS0-8246"		["PD00214"]	["TU0-7021", "TU0-42650"]
"BS81"	2512968	["CPLX0-226"]	["TU00147"]
"BS0-8806"		["CPLX0-8563"]	["TU787"]
"BS0-2944"	4128598	["CPLX0-7796"]	["TU0-3741"]
"BS0-6944"	1978281	["CPLX0-7639"]	["TU00136"]
"BS264"	3073820	["PC00061"]	["TU00443", "TU0-45273", "TU0-45274", "TU0-8082"]
"BS0-7519"	940830	["CPLX0-7705"]	["TU00019"]
"BS0-7114"	1699212	["CPLX0-226"]	["TU00132", "TU00187"]
"BS0-7346"	913840	["CPLX0-7756"]	["TU0-7021", "TU0-42650"]
"BS0-8150"		["PHOSPHO-CREB"]	["TU0-13837"]
"BS0-7291"	1092564	["MONOMER0-46"]	["TU0-8471"]
"BS00491"	2685634	["CPLX-123"]	["TU00192"]
"BS00421"	29246	["PC00027"]	["TU00110"]
"BS-7049"	3169287	["MONOMER0-2741"]	["TU-8387"]
"BS0-7539"	1813816	["CPLX0-7705"]	["TU0-6507"]
"BS0-8119"	2911389	["CPLX0-1242"]	["TU523", "TU522"]
"BS0-7133"	4617243	["CPLX0-6"]	["TU00018"]
"BS0-8513"	980739	["CPLX0-7748"]	["TU0-13090"]
"BS0-8301"	887398	["CPLX0-8597"]	["TU0-13069", "TU0-8671"]
"BS448"	1619032	["PD00365"]	["TU00190"]
"BS0-7536"	1230458	["CPLX0-7705"]	["TU581"]
"BS0-6957"	612710	["CPLX0-226"]	["TU00163"]
"BS0-8488"	1050751	["G7947-MONOMER"]	["TU0-13108"]
"BS0-3882"	3544652	["PD03585"]	["TU0-4981"]
"BS324"	576916	["PHOSPHO-OMPR"]	["TU356"]
"BS0-8814"	1404619	["G7072-MONOMER"]	["G6670", "TU0-8760"]
"BS00602"	2798643	["PD00353"]	["TU00393"]
"BS00048"	4616671	["PD01196"]	["TU00017"]
"BS0-7478"	2246952	["CPLX0-7639"]	["TU00015"]
"BS-7105"	3410078	["CPLX0-226"]	["TU00021"]
"BS0-10662"	2473496	["G7518-MONOMER"]	["TU0-13604", "TU0-13603"]
"BS0-8748"	1712520	["EG12243-MONOMER"]	["TU0-8473"]
"BS0-8317"	293116	["CPLX0-8597"]	["TU0-12871"]
"BS0-5704"	2241620	["PD03028"]	["TU00024"]
"BS0-7343"	2498566	["EG12094-MONOMER"]	["TU0-13612"]
"BS0-1341"	4382516	["CPLX0-7721"]	["TU00023", "TU0-45225"]
"BS0-5521"	4539930	["CPLX0-8593"]	["TU00410", "TU0-42544", "TU0-6843"]
"BS765"	131400	["PHOSPHO-ARCA"]	["TU796"]
"BS0-10886"	4360177	["PD00436"]	["TU00467"]
"BS0-7581"	1754637	["PHOSPHO-NARP"]	["TU0-14675"]
"BS166"	385114	["G7071-MONOMER"]	["TU302"]
"BS0-3484"	770866	["PHOSPHO-ARCA"]	["TU00100"]
"BS0-3963"		["EG11544-MONOMER"]	["TU0-2261", "TU0-14433"]
"BS0-8776"	1930836	["CPLX-123"]	["TU0-8494"]
"BS00774"	262775	["CPLX0-7705"]	["TU00490"]
"BS0-3"	4105733	["CPLX0-7748"]	["TU0-45281", "TU0-3", "TU0-1041"]
"BS0-7042"		["PHOSPHO-ARCA"]	["TU00347"]
"BS0-8440"	1350182	["PC00040"]	["TU0-13203"]
"BS0-7741"	4605715	["PD00214"]	["TU0-7701", "TU0-8630"]
"BS0-3942"	1696306	["G6867-MONOMER"]	["TU0-5081"]
"BS0-6821"	4287601	["PHOSPHO-NARP"]	["TU00199"]
"BS0-8635"	1453846	["CPLX0-8563"]	["TU5"]
"BS0-7884"	890852	["PD00406"]	["TU0-2101"]
"BS756"	3553035	["PD01896"]	["TU00091"]
"BS0-8112"	1103572	["PC00061"]	["TU00392", "TU0-45257"]
"BS00796"	127688	["CPLX0-7705"]	["TU00523"]
"BS0-7610"	2233932	["CPLX0-226"]	["TU0-13538"]
"BS0-8561"	1313972	["PHOSPHO-NARL"]	["TU0-8813"]
"BS-7086"	1500535	["CPLX0-7756"]	["TU00364"]
"BS00419"	4100691	["PC00027"]	["TU00064"]
"BS0-2963"	4132547	["CPLX0-7796"]	["TU00218"]
"BS0-7474"	2494546	["PHOSPHO-EVGA"]	["TU0-7746"]
"BS0-7022"		["CPLX0-7797"]	["TU0-8354"]
"BS0-7126"	2949202	["CPLX0-228"]	["TU0-8472"]
"BS0-6541"	656494	["PHOSPHO-PHOP"]	["TU0-7821"]
"BS00059"	940816	["PHOSPHO-NARL"]	["TU00019"]
"BS0-7026"		["CPLX0-7797"]	["TU0-3101"]
"BS0-8237"		["EG11356-MONOMER"]	["TU0-14116"]
"BS0-8443"	1624044	["CPLX0-2781"]	["TU0-13308"]
"BS0-7625"	2634118	["CPLX0-7705"]	["TU00205"]
"BS0-2503"	1832144	["CPLX0-228"]	["TU0-1003"]
"BS0-8796"	656516	["CPLX0-8563"]	["TU0-7821"]
"BS-7084"	2685798	["CPLX0-7756"]	["TU681"]
"BS0-7804"	4617190	["CPLX0-7740"]	["TU00018"]
"BS0-8222"		["EG11554-MONOMER"]	["TU0-42477"]
"BS0-8830"	4294262	["G7072-MONOMER"]	["TU0-14126"]
"BS0-8758"	2041366	["PD00214"]	["TU0-8330"]
"BS00650"	1901854	["PD01896"]	["TU00196"]
"BS00323"		["CPLX0-226"]	["TU00127"]
"BS0-8153"		["PHOSPHO-CREB"]	["TU0-42470"]
"BS0-1982"	841646	["CPLX0-7639"]	["TU0-2521"]
"BS0-8944"	3006104	["CPLX0-226"]	["TU0-13773"]
"BS0-7117"	461654	["CPLX0-7748"]	["TU0-6622"]
"BS0-2343"		["PD00288"]	["TU358"]
"BS0-3351"	1293140	["PD00288"]	["TU00139"]
"BS0-1342"	3683604	["CPLX0-7721"]	["TU0-1461"]
"BS0-8794"	656416	["CPLX0-8563"]	["TU0-7821"]
"BS0-8217"	4098625	["PD00221"]	["TU00063", "TU0-45202"]
"BS0-7654"	2243808	["CPLX0-7796"]	["TU0-13539"]
"BS0-7868"	3206261	["CPLX0-8048"]	["TU00368"]
"BS0-8852"	1919896	["G7072-MONOMER"]	["TU0-13428"]
"BS0-7491"	29448	["CPLX0-7705"]	["TU00110"]
"BS0-8427"	4449781	["PC00003"]	["TU0-14166"]
"BS0-4561"	412572	["CPLX-172"]	["TU00099"]
"BS0-7169"	1031942	["G7326-MONOMER"]	["TU00288", "TU0-45171"]
"BS462"	2633860	["MONOMER0-160"]	["TU00205"]
"BS0-7916"	1103522	["CPLX0-7748"]	["TU00392", "TU0-45257"]
"BS00791"	4362701	["CPLX0-7705"]	["TU00520"]
"BS0-4281"		["EG11449-MONOMER"]	["TU00136"]
"BS0-7041"		["PHOSPHO-ARCA"]	["TU00222"]
"BS0-8446"	1216262	["CPLX0-2781"]	["TU0-42593"]
"BS0-7165"	2662252	["CPLX0-8083"]	["TU0-1881"]
"BS0-8909"	3252936	["G7072-MONOMER"]	["TU0-13867"]
"BS0-7279"	1986738	["CPLX0-7748"]	["TU0-14282"]
"BS0-8795"	656437	["CPLX0-8563"]	["TU0-7821"]
"BS0-1362"	2441662	["EG11394-MONOMER"]	["TU0-1482"]
"BS0-1944"	3146343	["PHOSPHO-NARL"]	["TU00289"]
"BS0-7659"	3656844	["EG12242-MONOMER"]	["TU0-45242", "TU00282"]
